ch,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95
0,94,86,80,76,73,70,67,64,62,59,56,54,51,48,44,40,35,27,16
1,10,10,9,9,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6
2,88,80,75,71,67,64,62,59,57,54,52,49,46,43,40,35,29,20,10
3,84,76,71,67,64,61,59,56,54,52,50,47,45,42,38,35,30,23,15
4,155,140,131,124,118,112,107,103,98,94,89,84,80,74,68,59,48,31,13
5,85,78,73,69,65,62,60,57,55,52,49,46,43,40,36,30,22,13,7
6,185,169,158,148,141,134,128,121,116,110,104,97,89,80,68,50,27,10,7
7,89,81,75,71,68,65,62,59,56,54,51,48,45,42,38,34,28,20,10
8,90,82,77,73,70,66,64,61,58,56,53,50,48,44,41,37,32,24,15
9,134,121,114,109,104,99,95,92,88,84,81,77,73,68,63,57,50,38,24
10,94,85,79,75,72,68,65,63,60,57,55,52,49,46,42,37,31,22,11
11,119,108,101,96,91,87,83,80,77,73,70,66,63,59,54,48,40,29,16
12,10,10,9,9,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6
13,118,107,100,95,91,87,83,80,76,72,69,65,61,55,49,41,29,14,7
14,85,77,72,69,65,63,60,57,55,53,50,48,45,42,39,35,30,23,13
15,94,85,80,76,72,69,67,64,61,59,56,54,51,49,45,42,37,31,23
16,99,90,85,81,77,74,71,68,65,62,59,56,52,48,42,33,22,9,7
17,83,76,71,67,64,61,59,56,54,51,49,46,44,41,38,34,29,22,13
18,88,81,76,73,70,67,64,62,60,57,55,52,49,46,43,38,32,24,13
19,90,82,77,72,69,66,64,61,59,56,54,51,48,45,42,38,32,24,15
20,94,86,80,76,72,69,66,64,61,58,56,53,50,46,43,38,31,21,10
21,86,78,74,70,67,64,61,59,56,54,52,49,46,43,39,34,28,20,11
22,172,158,148,140,134,128,123,118,114,109,104,99,93,88,81,73,62,46,26
23,93,84,79,75,72,68,66,63,60,57,55,52,48,45,40,34,26,15,7
24,120,109,102,97,92,88,85,81,78,74,71,67,63,58,52,45,33,19,8
25,89,81,76,72,68,65,62,60,57,54,52,49,45,42,37,32,24,13,7
26,8,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6
27,24,22,20,19,18,17,16,16,15,14,13,13,12,11,9,8,7,7,6
28,90,82,77,73,69,66,63,61,58,56,53,51,48,45,42,38,33,25,15
29,91,82,77,72,69,65,63,60,57,54,51,48,45,41,37,30,21,11,7
30,152,140,131,125,120,115,110,106,102,98,94,89,84,78,72,63,50,32,13
31,89,81,77,73,70,67,64,62,60,57,55,53,50,47,44,41,36,30,21
32,161,146,136,129,123,118,112,107,103,98,93,88,82,76,68,58,42,24,8
33,83,76,72,68,66,63,61,59,56,54,52,50,48,45,42,38,32,24,13
34,34,26,19,18,14,8,7,7,7,7,7,7,7,6,6,6,6,6,6
35,128,116,108,102,97,93,88,84,80,77,73,69,65,61,56,50,43,34,21
36,91,83,78,74,70,67,64,61,59,56,53,51,48,44,41,36,30,22,11
37,92,84,79,75,71,68,66,63,61,58,55,53,50,46,43,37,30,19,8
38,154,139,130,122,116,111,106,101,97,92,87,82,77,71,63,54,39,20,8
39,128,116,109,104,99,95,91,87,84,80,77,73,69,65,60,55,47,37,24
40,93,84,79,76,72,70,67,65,62,60,58,55,52,50,46,43,38,31,22
41,123,111,104,99,94,90,86,82,79,75,72,68,64,59,54,47,37,23,10
42,149,134,125,118,113,107,103,98,94,89,85,80,75,70,64,55,43,27,11
43,91,82,77,73,69,66,64,61,59,56,54,51,48,45,42,38,32,24,14
44,111,100,94,88,84,80,77,74,70,67,64,61,57,54,49,44,38,30,18
45,99,91,85,81,78,75,72,69,67,64,61,59,56,52,48,43,35,25,14
46,90,81,76,72,68,65,62,60,57,54,52,49,46,42,38,32,24,14,7
47,135,124,117,111,106,101,97,94,90,86,82,79,74,70,64,57,46,31,15
48,88,80,75,71,68,65,63,60,58,55,53,50,48,45,41,36,30,20,9
