channel,acceptance
0,0.9757
1,0.0000
2,0.9286
3,0.9365
4,0.9399
5,0.8926
6,1.0121
7,0.9436
8,1.0073
9,1.0009
10,0.9895
11,1.0025
12,0.0000
13,0.9878
14,0.9565
15,0.9549
16,1.0259
17,0.9283
18,0.9925
19,0.9453
20,0.9435
21,0.9700
22,0.9798
23,0.9333
24,0.9846
25,0.8806
26,0.0000
27,0.0000
28,0.9465
29,0.9375
30,1.0027
31,1.0077
32,0.9165
33,0.9525
34,0.0000
35,0.9500
36,0.9235
37,0.9891
38,1.0347
39,0.9067
40,0.8738
41,0.9479
42,0.9439
43,0.9832
44,0.9763
45,0.7026
46,0.9891
47,1.0424
48,0.9826
49,1.0207
50,0.9426
51,0.9787
52,1.0047
53,1.0585
54,0.9880
55,0.9289
56,0.9766
57,0.9679
58,0.6200
59,0.8842
60,1.0173
61,0.9827
62,0.0000
63,0.9621
64,1.0359
65,0.0000
66,0.9853
67,0.9687
68,0.8631
69,0.9128
70,0.9986
71,0.8865
72,0.9091
73,0.0118
74,0.9546
75,0.9974
76,1.0996
77,0.8659
78,0.9605
79,0.0000
80,0.9618
81,0.9654
82,0.9183
83,1.0066
84,1.0701
85,1.0323
86,0.0000
87,0.9342
88,0.0000
89,0.9583
90,0.9593
91,0.0000
92,0.9404
93,0.9537
94,0.9746
95,0.9355
96,0.6697
97,0.9851
98,0.8715
99,0.9344
100,0.9589
101,0.9483
102,0.0000
103,0.9673
104,0.9912
105,1.0851
106,0.9242
107,0.9142
108,1.0376
109,0.9652
110,0.9665
111,1.0040
112,0.9401
113,0.9739
114,0.9741
115,0.8964
116,1.0328
117,0.9765
118,0.0000
119,0.9213
120,0.9109
121,0.9613
122,0.9936
123,1.0090
124,0.8763
125,1.0020
126,0.9193
127,1.4054
128,0.8902
129,0.8860
130,0.0000
131,0.9647
132,0.8867
133,1.0017
134,0.0000
135,0.0000
136,0.9228
137,0.0263
138,1.0288
139,0.0084
140,0.8140
141,0.9460
142,0.8698
143,1.0046
144,0.9612
145,0.9142
146,0.8872
147,0.9594
148,0.0000
149,1.0174
150,0.0000
151,0.9867
152,0.0000
153,0.9865
154,0.9820
155,0.9586
156,1.0085
157,0.9896
158,0.9037
159,1.0491
160,1.0018
161,1.0241
162,0.0000
163,0.9419
164,0.9639
165,1.0289
166,0.9852
167,0.0000
168,0.9051
169,0.9899
170,0.8959
171,0.9536
172,0.9371
173,0.9096
174,0.9830
175,1.0348
176,0.9256
177,0.9505
178,0.0000
179,0.8698
180,0.9359
181,0.9386
182,0.8618
183,0.0000
184,0.8687
185,0.8835
186,1.0739
187,0.9460
188,0.7439
189,0.9266
190,0.0009
191,0.9847
192,1.1410
193,0.9280
194,0.9389
195,0.8348
196,0.9657
197,0.8924
198,0.0000
199,1.0055
200,0.8395
201,0.9120
202,1.0045
203,0.0000
204,0.9916
205,0.7777
206,0.0000
207,0.8335
208,0.9033
209,0.9387
210,0.8856
211,0.9573
212,0.9907
213,0.0000
214,0.0000
215,0.9132
216,1.0381
217,0.9746
218,0.8871
219,0.9923
220,0.9701
221,0.9977
222,0.9838
223,1.0010
224,0.9917
225,0.9464
226,0.9394
227,0.9400
228,0.9762
229,0.9827
230,1.0658
231,0.9903
232,1.0007
233,0.9222
234,0.0000
235,1.0207
236,0.9100
237,0.8536
238,0.9550
239,0.0000
240,0.9909
241,0.9480
242,0.9885
243,0.8531
244,0.0000
245,0.9222
246,0.8300
247,0.9380
