channel,acceptance
0,0.9548
1,0.0000
2,0.8907
3,0.9446
4,0.9787
5,0.9269
6,0.9688
7,0.9533
8,0.9513
9,0.9601
10,0.9557
11,0.9236
12,0.0000
13,0.9379
14,0.7094
15,0.8322
16,0.9271
17,0.8503
18,0.9131
19,0.9538
20,0.8791
21,0.9499
22,0.9756
23,0.9576
24,0.9467
25,0.9357
26,0.0000
27,0.0000
28,0.9032
29,0.9348
30,0.9399
31,0.9376
32,0.9645
33,0.7145
34,0.0000
35,0.9668
36,0.9476
37,0.9497
38,0.9580
39,0.9663
40,0.9556
41,0.9732
42,0.9465
43,0.9561
44,0.9583
45,0.9568
46,0.8949
47,0.9185
48,0.5054
49,0.2911
50,0.6745
51,0.3660
52,0.9397
53,0.9411
54,0.9722
55,0.9231
56,0.9600
57,0.9617
58,0.7651
59,0.9218
60,0.9477
61,0.8176
62,0.0000
63,0.9594
64,0.9498
65,0.0000
66,0.8406
67,0.8747
68,0.9412
69,0.9412
70,0.9614
71,0.9140
72,0.9408
73,0.0262
74,0.9540
75,0.9346
76,0.8017
77,0.6877
78,0.6223
79,0.0000
80,0.9490
81,0.9562
82,0.9630
83,0.9535
84,0.9438
85,0.9503
86,0.0000
87,0.9279
88,0.0000
89,0.9465
90,0.8063
91,0.0000
92,0.9289
93,0.9341
94,0.9591
95,0.9671
96,0.4995
97,0.9582
98,0.8963
99,0.9384
100,0.9392
101,0.9336
102,0.0000
103,0.9453
104,0.9543
105,0.9579
106,0.9676
107,0.8954
108,0.9664
109,0.9717
110,0.8934
111,0.9414
112,0.9273
113,0.9401
114,0.9297
115,0.9315
116,0.9584
117,0.9452
118,0.0000
119,0.9347
120,0.9487
121,0.9626
122,0.9477
123,0.9375
124,0.9459
125,0.9336
126,0.9632
127,0.8461
128,0.7231
129,0.9550
130,0.0000
131,0.9418
132,0.9364
133,0.9643
134,0.0000
135,0.0000
136,0.9137
137,0.0000
138,0.9765
139,0.0203
140,0.9497
141,0.9671
142,0.9467
143,0.9026
144,0.9245
145,0.9343
146,0.8789
147,0.9445
148,0.0000
149,0.8855
150,0.0000
151,0.9652
152,0.0000
153,0.9767
154,0.9323
155,0.9131
156,0.8865
157,0.9504
158,0.9574
159,0.9068
160,0.9457
161,0.9480
162,0.0000
163,0.9394
164,0.8926
165,0.9354
166,0.9533
167,0.0000
168,0.9500
169,0.9730
170,0.9375
171,0.8873
172,0.9444
173,0.9454
174,0.8646
175,0.9420
176,0.9073
177,0.9677
178,0.0000
179,0.9063
180,0.8596
181,0.9737
182,0.9408
183,0.0000
184,0.9388
185,0.8681
186,0.9221
187,0.8859
188,0.9012
189,0.9316
190,0.9575
191,0.9642
192,0.8950
193,0.9349
194,0.9206
195,0.8583
196,0.8312
197,0.9464
198,0.0000
199,0.9569
200,0.8957
201,0.9181
202,0.9361
203,0.0000
204,0.9255
205,0.8047
206,0.0000
207,0.8925
208,0.9367
209,0.9122
210,0.9206
211,0.9279
212,0.9296
213,0.0000
214,0.0000
215,0.9181
216,0.8097
217,0.9101
218,0.9267
219,0.9412
220,0.8874
221,0.9460
222,0.8919
223,0.8386
224,0.9588
225,0.9446
226,0.9655
227,0.9394
228,0.9367
229,0.9771
230,0.9484
231,0.8935
232,0.9496
233,0.9338
234,0.0000
235,0.8804
236,0.9208
237,0.9340
238,0.8933
239,0.0000
240,0.9261
241,0.8799
242,0.9283
243,0.9208
244,0.0000
245,0.8937
246,0.8316
247,0.8899
