channel,acceptance
0,0.9566
1,0.0000
2,0.9092
3,0.9332
4,0.9719
5,0.9286
6,0.8909
7,0.9592
8,0.9501
9,0.9566
10,0.9446
11,0.9669
12,0.0000
13,0.9155
14,0.9361
15,0.9471
16,0.8926
17,0.9462
18,0.9277
19,0.9555
20,0.9095
21,0.9378
22,0.9718
23,0.9649
24,0.9163
25,0.9267
26,0.0000
27,0.0000
28,0.9478
29,0.9073
30,0.9640
31,0.9013
32,0.9177
33,0.9454
34,0.0000
35,0.9553
36,0.9270
37,0.9186
38,0.9443
39,0.9483
40,0.9179
41,0.9707
42,0.9314
43,0.9481
44,0.9379
45,0.6755
46,0.9049
47,0.9725
48,0.9430
49,0.9387
50,1.0293
51,0.9530
52,0.8948
53,0.9149
54,0.9657
55,0.8876
56,0.9707
57,0.9610
58,0.5841
59,0.8970
60,0.9638
61,0.9456
62,0.0000
63,0.9471
64,0.9518
65,0.0000
66,0.8555
67,0.9207
68,0.9653
69,0.9528
70,0.9456
71,0.8992
72,0.9640
73,0.0127
74,0.9482
75,0.9414
76,0.9369
77,0.9456
78,0.9168
79,0.0000
80,0.9678
81,0.9480
82,0.9514
83,0.9429
84,0.9231
85,0.9563
86,0.0000
87,0.8941
88,0.0000
89,0.9409
90,0.9272
91,0.0000
92,0.9984
93,0.9255
94,0.9632
95,0.9421
96,0.6520
97,0.9712
98,0.8715
99,0.9318
100,0.9286
101,0.9302
102,0.0000
103,0.9284
104,0.9557
105,0.9541
106,0.9689
107,0.9221
108,0.9513
109,1.0047
110,0.8753
111,0.9374
112,0.9136
113,0.9363
114,0.9079
115,0.9168
116,0.9550
117,0.9391
118,0.0000
119,0.9131
120,0.9355
121,0.9448
122,0.9512
123,0.9509
124,0.9286
125,0.9269
126,0.8981
127,0.9525
128,0.8728
129,0.9101
130,0.0000
131,0.9407
132,0.9070
133,0.9937
134,0.0000
135,0.0000
136,0.9776
137,0.0002
138,1.0140
139,0.0224
140,0.9915
141,0.9722
142,0.9624
143,0.8993
144,0.8967
145,0.9251
146,0.9226
147,0.9642
148,0.0000
149,0.9009
150,0.0000
151,0.9563
152,0.0000
153,0.9320
154,0.9188
155,0.9437
156,0.9558
157,0.9065
158,0.9257
159,0.9543
160,0.9371
161,0.9344
162,0.0000
163,0.9222
164,0.9301
165,0.9610
166,0.9403
167,0.0000
168,0.9419
169,0.9506
170,0.9419
171,0.9463
172,0.9168
173,0.9291
174,0.9293
175,0.9217
176,0.9639
177,0.9586
178,0.0000
179,0.8022
180,0.9294
181,1.0003
182,0.9814
183,0.0000
184,0.9013
185,0.8829
186,0.9482
187,0.9256
188,0.8403
189,0.9054
190,0.0000
191,0.9121
192,0.9415
193,0.8770
194,0.9099
195,0.8638
196,0.9313
197,0.9302
198,0.0000
199,0.9472
200,0.8956
201,0.9230
202,0.9247
203,0.0000
204,0.9942
205,0.8379
206,0.0000
207,0.8534
208,0.9101
209,0.9336
210,0.9560
211,0.9680
212,0.9818
213,0.0000
214,0.0000
215,0.8924
216,0.9301
217,0.8965
218,0.9110
219,0.9603
220,0.9159
221,0.9639
222,0.9750
223,0.9416
224,0.9863
225,0.9517
226,0.9894
227,0.9027
228,0.9177
229,0.9678
230,0.9467
231,0.9508
232,0.9340
233,0.9296
234,0.0000
235,0.9404
236,0.9224
237,0.9837
238,0.9454
239,0.0000
240,0.9350
241,0.9045
242,0.9154
243,0.8520
244,0.0000
245,0.8340
246,0.8661
247,0.9591
