channel,acceptance
0,0.9312
1,0.0000
2,0.8720
3,0.9339
4,0.9513
5,0.9022
6,0.9644
7,0.9479
8,0.9384
9,0.9258
10,0.9318
11,0.9076
12,0.0000
13,0.9080
14,0.6691
15,0.7910
16,0.8772
17,0.8199
18,0.8946
19,0.9540
20,0.8543
21,0.9105
22,0.9706
23,0.9467
24,0.9261
25,0.9126
26,0.0000
27,0.0000
28,0.8820
29,0.9079
30,0.9292
31,0.9404
32,0.9419
33,0.6631
34,0.0000
35,0.9549
36,0.9289
37,0.8851
38,0.9301
39,0.9333
40,0.9228
41,0.9512
42,0.9338
43,0.9393
44,0.9435
45,0.9630
46,0.8771
47,0.8944
48,0.4810
49,0.2700
50,0.6495
51,0.3435
52,0.9345
53,0.9352
54,0.9596
55,0.9043
56,0.9345
57,0.9668
58,0.5195
59,0.9163
60,0.9493
61,0.7839
62,0.0000
63,0.9057
64,0.9665
65,0.0000
66,0.8189
67,0.8890
68,0.9210
69,0.8975
70,0.9484
71,0.8999
72,0.9341
73,0.0123
74,0.9534
75,0.9133
76,0.8105
77,0.6755
78,0.5969
79,0.0000
80,0.9547
81,0.9442
82,0.9442
83,0.9300
84,0.9523
85,0.9652
86,0.0000
87,0.8834
88,0.0000
89,0.9450
90,0.7911
91,0.0000
92,0.8971
93,0.9298
94,0.9473
95,0.9688
96,0.4605
97,0.9023
98,0.8920
99,0.9158
100,0.9406
101,0.9227
102,0.0000
103,0.9458
104,0.9551
105,0.9548
106,0.9405
107,0.8747
108,0.9565
109,0.9382
110,0.8520
111,0.9159
112,0.9214
113,0.9023
114,0.9231
115,0.9355
116,0.9501
117,0.9288
118,0.0000
119,0.8864
120,0.9383
121,0.9792
122,0.9403
123,0.9410
124,0.9420
125,0.9189
126,0.9488
127,0.8313
128,0.6819
129,0.9301
130,0.0000
131,0.9268
132,0.9350
133,0.8866
134,0.0000
135,0.0000
136,0.8958
137,0.0017
138,0.9367
139,0.0113
140,0.9572
141,0.9633
142,0.9066
143,0.8385
144,0.8933
145,0.9093
146,0.8454
147,0.9251
148,0.0000
149,0.8326
150,0.0000
151,0.9809
152,0.0000
153,0.9475
154,0.9000
155,0.8993
156,0.8726
157,0.9252
158,0.9389
159,0.8887
160,0.9233
161,0.9212
162,0.0000
163,0.9155
164,0.8808
165,0.9172
166,0.9335
167,0.0000
168,0.9194
169,0.9672
170,0.8940
171,0.8421
172,0.9184
173,0.9325
174,0.8102
175,0.9932
176,0.8757
177,0.9406
178,0.0000
179,0.8791
180,0.8130
181,0.9330
182,0.9522
183,0.0000
184,0.9327
185,0.8398
186,0.8930
187,0.8540
188,0.8495
189,0.8933
190,-0.0007
191,0.9561
192,0.8744
193,0.9439
194,0.8808
195,0.8316
196,0.8102
197,0.9467
198,0.0000
199,0.9030
200,0.8802
201,0.8901
202,0.9254
203,0.0000
204,0.8858
205,0.8123
206,0.0000
207,0.8596
208,0.9317
209,0.8905
210,0.8474
211,0.9163
212,0.9389
213,0.0000
214,0.0000
215,0.8974
216,0.7820
217,0.8955
218,0.9094
219,0.9567
220,0.8946
221,0.8819
222,0.8851
223,0.8407
224,0.9475
225,0.8933
226,0.9323
227,0.9005
228,0.9241
229,0.9224
230,0.9242
231,0.8557
232,0.9307
233,0.9738
234,0.0000
235,0.8401
236,0.8995
237,0.8848
238,0.9027
239,0.0000
240,0.9001
241,0.8665
242,0.9291
243,0.9077
244,0.0000
245,0.8461
246,0.7524
247,0.9023
