channel,acceptance
0,0.9561
1,0.0000
2,0.8705
3,0.9452
4,0.9406
5,0.8820
6,1.0061
7,0.9511
8,0.9406
9,0.9535
10,0.9420
11,0.9111
12,0.0000
13,0.9257
14,0.6572
15,0.8031
16,0.9105
17,0.8196
18,0.9015
19,1.0201
20,0.8888
21,0.9444
22,0.9697
23,0.9682
24,0.9619
25,0.9135
26,0.0000
27,0.0000
28,0.8879
29,0.9048
30,0.9291
31,0.8909
32,0.9362
33,0.6571
34,0.0000
35,0.9396
36,0.9096
37,0.8799
38,1.0039
39,0.9438
40,0.8908
41,0.9517
42,0.9333
43,0.9469
44,0.9486
45,0.9429
46,0.8607
47,0.9028
48,0.4735
49,0.2836
50,0.6364
51,0.3434
52,0.9471
53,0.9805
54,1.0046
55,0.9457
56,0.9721
57,0.9442
58,0.5235
59,0.9165
60,0.9468
61,0.7836
62,0.0000
63,0.9317
64,0.9326
65,0.0000
66,0.8284
67,0.9223
68,1.0189
69,0.8916
70,0.9633
71,0.8955
72,0.9186
73,0.0129
74,0.9511
75,0.9388
76,0.8026
77,0.6586
78,0.6068
79,0.0000
80,0.9738
81,0.9696
82,0.9445
83,0.9381
84,0.9180
85,0.9122
86,0.0000
87,0.9020
88,0.0000
89,0.9136
90,0.7978
91,0.0000
92,0.9031
93,0.9251
94,0.9501
95,0.9736
96,0.4496
97,0.9344
98,0.9022
99,0.9229
100,0.9353
101,0.9670
102,0.0000
103,0.9351
104,0.9505
105,0.9638
106,0.9555
107,0.8841
108,0.9618
109,0.8713
110,0.8631
111,0.9342
112,0.9272
113,0.9211
114,0.9066
115,0.9534
116,0.9445
117,0.9240
118,0.0000
119,0.9420
120,0.9366
121,0.9695
122,0.9439
123,0.9453
124,0.9828
125,0.9112
126,1.0630
127,0.8116
128,0.6662
129,0.9220
130,0.0000
131,0.9332
132,0.8835
133,0.9645
134,0.0000
135,0.0000
136,0.8950
137,-0.0030
138,0.9346
139,0.0100
140,0.9209
141,0.9343
142,0.9256
143,0.8359
144,0.8928
145,0.9124
146,0.8254
147,0.9297
148,0.0000
149,0.8590
150,0.0000
151,0.9528
152,0.0000
153,0.9520
154,0.9114
155,0.8917
156,0.8539
157,0.9211
158,0.9264
159,0.8750
160,0.9121
161,0.9270
162,0.0000
163,0.9078
164,0.8718
165,0.9261
166,0.9233
167,0.0000
168,0.9126
169,0.9615
170,0.9265
171,0.8540
172,0.8953
173,0.9256
174,0.8492
175,0.8504
176,0.8952
177,0.9353
178,0.0000
179,0.8906
180,0.8173
181,0.9695
182,0.8969
183,0.0000
184,0.9094
185,0.8343
186,0.8981
187,0.8506
188,0.8472
189,0.8917
190,0.0005
191,0.9504
192,0.8831
193,0.9059
194,0.8805
195,0.8261
196,0.7955
197,0.9443
198,0.0000
199,0.8961
200,0.8772
201,0.8728
202,0.9341
203,0.0000
204,0.9049
205,0.7122
206,0.0000
207,0.8325
208,0.9233
209,0.8911
210,0.8710
211,0.8994
212,0.9420
213,0.0000
214,0.0000
215,0.8883
216,0.7844
217,0.9004
218,0.8996
219,0.9196
220,0.8535
221,0.8960
222,0.8772
223,0.8057
224,0.9487
225,0.9418
226,0.9203
227,0.9129
228,0.9022
229,0.9295
230,0.9213
231,0.8601
232,0.9106
233,0.9589
234,0.0000
235,0.8720
236,0.8982
237,0.9459
238,0.8986
239,0.0000
240,0.9007
241,0.8654
242,0.8900
243,0.9008
244,0.0000
245,0.8583
246,0.7422
247,0.9103
