channel,acceptance
0,0.9190
1,0.0000
2,0.8778
3,0.9130
4,0.9254
5,0.8801
6,0.9458
7,0.9426
8,0.9344
9,0.9336
10,0.9318
11,0.9422
12,0.0000
13,0.9222
14,0.9294
15,0.9374
16,0.9255
17,0.9307
18,0.9471
19,0.9333
20,0.8905
21,0.8888
22,0.9682
23,0.9339
24,0.9203
25,0.9026
26,0.0000
27,0.0000
28,0.9467
29,0.9061
30,0.9662
31,0.8775
32,0.9132
33,0.9412
34,0.0000
35,0.9540
36,0.8976
37,0.8743
38,0.9269
39,0.9382
40,0.8974
41,0.9223
42,0.9151
43,0.9521
44,0.9101
45,0.6498
46,0.8354
47,0.9335
48,0.9282
49,0.9154
50,1.0264
51,0.9519
52,0.9004
53,0.9014
54,0.9068
55,0.8835
56,0.9080
57,0.9305
58,0.5586
59,0.8902
60,0.9186
61,0.8998
62,0.0000
63,0.9646
64,0.8961
65,0.0000
66,0.8701
67,0.8306
68,0.8931
69,0.8707
70,0.9271
71,0.8387
72,0.9060
73,0.0141
74,0.9249
75,0.9377
76,0.9188
77,0.8924
78,0.8905
79,0.0000
80,0.9104
81,0.8858
82,0.9174
83,0.9357
84,0.9541
85,0.9537
86,0.0000
87,0.8875
88,0.0000
89,0.9314
90,0.8972
91,0.0000
92,0.8621
93,0.9222
94,0.9488
95,0.9280
96,0.6164
97,0.9369
98,0.8646
99,0.9219
100,0.9190
101,0.8594
102,0.0000
103,0.9329
104,0.9321
105,0.9978
106,0.9397
107,0.8843
108,0.9128
109,0.8669
110,0.8354
111,0.9159
112,0.9022
113,0.9257
114,0.9130
115,0.9251
116,0.9571
117,0.9342
118,0.0000
119,0.9011
120,0.9292
121,0.9322
122,0.9260
123,0.9743
124,0.9179
125,0.9424
126,0.8895
127,0.9181
128,0.7991
129,0.8437
130,0.0000
131,0.8690
132,0.8023
133,0.8470
134,0.0000
135,0.0000
136,0.8892
137,0.0001
138,0.9269
139,0.0104
140,0.7906
141,0.7804
142,0.7961
143,0.8835
144,0.8236
145,0.8854
146,0.8796
147,0.9343
148,0.0000
149,0.8394
150,0.0000
151,0.8776
152,0.0000
153,0.8577
154,0.8642
155,0.9114
156,0.9083
157,0.8470
158,0.8995
159,0.8587
160,0.8786
161,0.8731
162,0.0000
163,0.7875
164,0.9141
165,0.8971
166,0.9101
167,0.0000
168,0.8204
169,0.8695
170,0.8296
171,0.8764
172,0.8303
173,0.8092
174,0.7801
175,0.7794
176,0.8893
177,0.8772
178,0.0000
179,0.7299
180,0.8153
181,0.8133
182,0.7715
183,0.0000
184,0.7802
185,0.8358
186,0.8922
187,0.8479
188,0.7872
189,0.7917
190,0.0005
191,0.8928
192,0.8837
193,0.7985
194,0.8444
195,0.8128
196,0.8527
197,0.8684
198,0.0000
199,0.8560
200,0.8221
201,0.8486
202,0.8497
203,0.0000
204,0.8704
205,0.7914
206,0.0000
207,0.8227
208,0.8853
209,0.9320
210,0.8973
211,0.9386
212,0.8908
213,0.0000
214,0.0000
215,0.8504
216,0.8299
217,0.8536
218,0.8117
219,0.8676
220,0.8839
221,0.9297
222,0.8410
223,0.8705
224,0.9025
225,0.8084
226,0.9123
227,0.8608
228,0.8552
229,0.9007
230,0.8832
231,0.9150
232,0.8632
233,0.7901
234,0.0000
235,0.8293
236,0.8336
237,0.8978
238,0.8468
239,0.0000
240,0.8920
241,0.8204
242,0.8085
243,0.7809
244,0.0000
245,0.7691
246,0.8137
247,0.8791
