channel,acceptance
0,0.8925
1,0.0000
2,0.8945
3,0.7531
4,0.9494
5,0.8938
6,0.9366
7,0.8779
8,0.8803
9,0.9275
10,0.8941
11,0.8564
12,0.0000
13,0.9098
14,0.8737
15,0.8985
16,0.9016
17,0.8755
18,0.8939
19,0.8876
20,0.8901
21,0.8848
22,0.9432
23,0.8986
24,0.9115
25,0.8779
26,0.0000
27,0.0000
28,0.8931
29,0.8824
30,0.9364
31,0.8951
32,0.9417
33,0.8999
34,0.0000
35,0.9324
36,0.8367
37,0.8489
38,0.8102
39,0.8845
40,0.8607
41,0.9551
42,0.9126
43,0.8739
44,0.8749
45,0.3575
46,0.8221
47,0.9043
48,0.8699
49,0.9255
50,0.9115
51,0.9140
52,0.8662
53,0.8314
54,0.9134
55,0.8074
56,0.9001
57,0.9170
58,0.1206
59,0.8777
60,0.8971
61,0.8510
62,0.0000
63,0.9124
64,0.9220
65,0.0000
66,0.8933
67,0.8373
68,0.9311
69,0.9079
70,0.9156
71,0.8624
72,0.8702
73,0.0001
74,0.9446
75,0.9334
76,0.8881
77,0.9205
78,0.8202
79,0.0000
80,0.9218
81,0.9219
82,0.9395
83,0.8231
84,0.8730
85,0.8478
86,0.0000
87,0.8577
88,0.0000
89,0.8986
90,0.8730
91,0.0000
92,0.8975
93,0.8626
94,0.9189
95,0.9352
96,0.9265
97,0.8934
98,0.8525
99,0.8616
100,0.8593
101,0.8865
102,0.0000
103,0.8830
104,0.9199
105,0.9040
106,0.9217
107,0.8855
108,0.9340
109,0.8686
110,0.8494
111,0.8720
112,0.8433
113,0.8927
114,0.8746
115,0.7809
116,0.9158
117,0.8562
118,0.0000
119,0.8703
120,0.8881
121,0.9613
122,0.8657
123,0.8641
124,0.8606
125,0.8531
126,0.9090
127,0.9132
128,0.6813
129,0.9058
130,0.0000
131,0.9187
132,0.9311
133,0.8900
134,0.0000
135,0.0000
136,0.9124
137,-0.0000
138,0.9403
139,0.0003
140,0.9627
141,0.9230
142,0.8315
143,0.9153
144,0.8978
145,0.9032
146,0.9318
147,0.9399
148,0.0000
149,0.8618
150,0.0000
151,0.9207
152,0.0000
153,0.9207
154,0.9014
155,0.8850
156,0.9145
157,0.8533
158,0.9421
159,0.9188
160,0.7902
161,0.8666
162,0.0000
163,0.8680
164,0.8872
165,0.8850
166,0.8815
167,0.0000
168,0.8669
169,0.9331
170,0.9446
171,0.9072
172,0.9295
173,0.8608
174,0.7459
175,0.9028
176,0.9121
177,0.9111
178,0.0000
179,0.8689
180,0.9202
181,0.9297
182,0.9131
183,0.0000
184,0.8246
185,0.9239
186,0.8984
187,0.9229
188,0.0000
189,0.5783
190,0.9177
191,0.8925
192,0.9080
193,0.9278
194,0.8881
195,0.8379
196,0.5615
197,0.8865
198,0.0000
199,0.8945
200,0.6774
201,0.9158
202,0.8565
203,0.0000
204,0.9324
205,0.5963
206,0.0000
207,0.9056
208,0.8973
209,0.8599
210,0.8681
211,0.9187
212,0.8915
213,0.0000
214,0.0000
215,0.9265
216,0.9286
217,0.7757
218,0.9312
219,0.9286
220,0.7150
221,0.9441
222,0.8817
223,0.9229
224,0.9197
225,0.8703
226,0.9115
227,0.8956
228,0.8550
229,0.9591
230,0.7260
231,0.8897
232,0.7872
233,0.8779
234,0.0000
235,0.9398
236,0.8357
237,0.8793
238,0.9280
239,0.0000
240,0.7451
241,0.9026
242,0.8963
243,0.9004
244,0.0000
245,0.9066
246,0.8472
247,0.9235
