channel,acceptance
0,0.9396
1,0.0000
2,-0.0013
3,0.9184
4,0.9503
5,0.9443
6,0.9835
7,0.9470
8,0.9394
9,0.9523
10,0.9384
11,0.9597
12,0.0000
13,0.9193
14,0.9401
15,0.9546
16,0.9016
17,0.9360
18,0.9520
19,0.9467
20,0.9214
21,0.9536
22,0.9662
23,0.9449
24,0.9508
25,0.8938
26,0.0000
27,0.0000
28,0.9504
29,0.9198
30,0.9595
31,0.9180
32,0.9362
33,0.9475
34,0.0000
35,0.9621
36,0.9142
37,0.9073
38,0.9538
39,0.9239
40,0.9219
41,0.9466
42,0.9362
43,0.9284
44,0.9410
45,0.6401
46,0.8657
47,0.9590
48,0.9047
49,0.9331
50,0.9142
51,0.9514
52,0.9419
53,0.9287
54,0.9539
55,0.8922
56,0.9512
57,0.9479
58,0.5858
59,0.9150
60,0.9583
61,0.8703
62,0.0000
63,0.9042
64,0.9699
65,0.0000
66,0.9349
67,0.9079
68,0.9752
69,0.9553
70,0.9443
71,0.8802
72,0.9352
73,0.0125
74,0.9489
75,0.9456
76,0.9284
77,0.9339
78,0.9304
79,0.0000
80,0.9480
81,0.9749
82,0.9506
83,0.9364
84,0.9199
85,0.9157
86,0.0000
87,0.8860
88,0.0000
89,0.9327
90,0.8917
91,0.0000
92,0.9138
93,0.9223
94,0.9435
95,0.9325
96,0.6370
97,0.9516
98,0.9146
99,0.9233
100,0.9206
101,0.9018
102,0.0000
103,0.9355
104,0.9656
105,0.9458
106,0.9589
107,0.9265
108,0.9521
109,0.8976
110,0.8734
111,0.9258
112,0.9123
113,0.9456
114,0.9339
115,0.9176
116,0.9490
117,0.9377
118,0.0000
119,0.9277
120,0.9525
121,0.9837
122,0.9475
123,0.9570
124,0.9316
125,0.9268
126,0.8823
127,0.9756
128,0.9227
129,0.9247
130,0.0000
131,0.9391
132,0.9458
133,0.9124
134,0.0000
135,0.0000
136,0.9342
137,0.0044
138,0.9777
139,0.0784
140,1.0068
141,0.9445
142,0.8942
143,0.9191
144,0.9963
145,0.9272
146,0.9484
147,0.9454
148,0.0000
149,0.8768
150,0.0000
151,0.9556
152,0.0000
153,0.9371
154,0.9558
155,0.9433
156,0.9589
157,0.9237
158,0.9425
159,0.9358
160,0.9464
161,0.9288
162,0.0000
163,0.9592
164,0.9487
165,0.9556
166,0.9586
167,0.0000
168,0.9054
169,0.9649
170,0.9495
171,0.9275
172,0.9380
173,0.9448
174,0.9239
175,1.0025
176,0.9546
177,0.9385
178,0.0000
179,0.8066
180,0.9187
181,0.9662
182,0.9266
183,0.0000
184,0.9452
185,0.8734
186,0.9534
187,1.0151
188,0.8787
189,0.9027
190,0.0027
191,0.9552
192,0.9577
193,0.9428
194,0.9179
195,0.8903
196,0.9477
197,0.9393
198,0.0000
199,0.9484
200,0.8622
201,0.9256
202,0.9354
203,0.0000
204,0.9205
205,0.8029
206,0.0000
207,0.8444
208,0.9261
209,0.9236
210,0.9298
211,0.9649
212,0.9486
213,0.0000
214,0.0000
215,0.9377
216,0.9615
217,0.9555
218,0.9458
219,0.9566
220,0.9714
221,0.9754
222,0.9242
223,0.9762
224,0.9434
225,0.9012
226,0.9479
227,0.9061
228,0.9469
229,0.9685
230,0.9470
231,0.9561
232,0.9687
233,0.9094
234,0.0000
235,1.0091
236,0.8889
237,0.9107
238,0.9549
239,0.0000
240,0.9626
241,0.8955
242,0.9325
243,0.8748
244,0.0000
245,0.8635
246,0.8733
247,0.9439
