channel,acceptance
0,0.9363
1,0.0000
2,0.0000
3,0.8986
4,0.9399
5,0.8922
6,0.9327
7,0.9251
8,0.9384
9,0.9406
10,0.9239
11,0.9573
12,0.0000
13,0.9080
14,0.9333
15,0.9562
16,0.8870
17,0.9189
18,0.9329
19,0.9415
20,0.9035
21,0.9042
22,0.9651
23,0.9410
24,0.8768
25,0.8931
26,0.0000
27,0.0000
28,0.9479
29,0.8977
30,0.9661
31,0.8192
32,0.9158
33,0.9479
34,0.0000
35,0.9395
36,0.8915
37,0.8964
38,0.9268
39,0.7901
40,0.8883
41,0.9681
42,0.9231
43,0.9350
44,0.9246
45,0.6385
46,0.8540
47,0.9142
48,0.9072
49,0.9165
50,0.9165
51,0.9314
52,0.9150
53,0.9222
54,0.9261
55,0.8871
56,0.9427
57,0.9281
58,0.5673
59,0.9073
60,0.9302
61,0.8937
62,0.0000
63,0.8635
64,0.9478
65,0.0000
66,0.9271
67,0.8582
68,0.8726
69,0.9026
70,0.9151
71,0.8564
72,0.9264
73,0.0133
74,0.9334
75,0.9550
76,0.9527
77,0.9277
78,0.9069
79,0.0000
80,0.9254
81,0.9225
82,0.9273
83,0.9413
84,0.9633
85,0.9371
86,0.0000
87,0.8640
88,0.0000
89,0.9373
90,0.9005
91,0.0000
92,0.9188
93,0.9134
94,0.9536
95,0.9434
96,0.6406
97,0.9410
98,0.8826
99,0.9112
100,0.9070
101,0.8924
102,0.0000
103,0.9324
104,0.9333
105,0.9397
106,0.9381
107,0.9132
108,0.9171
109,0.9175
110,0.8046
111,0.8858
112,0.8980
113,0.9270
114,0.8778
115,0.9468
116,0.9498
117,0.9294
118,0.0000
119,0.8137
120,0.9106
121,0.9667
122,0.9408
123,0.9034
124,0.9127
125,0.9169
126,0.9222
127,0.9517
128,0.8955
129,0.9357
130,0.0000
131,0.9226
132,0.8793
133,0.9415
134,0.0000
135,0.0000
136,0.9308
137,0.0009
138,0.9807
139,-0.0558
140,0.9023
141,0.9406
142,0.9118
143,0.9053
144,0.9104
145,0.8930
146,0.9237
147,0.9373
148,0.0000
149,0.8445
150,0.0000
151,0.9273
152,0.0000
153,0.9141
154,0.9295
155,0.9405
156,0.9383
157,0.9148
158,0.9021
159,0.9435
160,0.9239
161,0.9120
162,0.0000
163,0.9250
164,0.9306
165,0.9444
166,0.9349
167,0.0000
168,0.8707
169,0.9574
170,0.9207
171,0.9357
172,0.8881
173,0.9252
174,0.8783
175,0.8989
176,0.9402
177,0.9365
178,0.0000
179,0.7789
180,0.8962
181,0.9735
182,0.9305
183,0.0000
184,0.8559
185,0.8177
186,0.9211
187,0.9600
188,0.8364
189,0.8647
190,-0.0014
191,0.9408
192,0.9272
193,0.9326
194,0.8736
195,0.8987
196,0.9158
197,0.9312
198,0.0000
199,0.9311
200,0.8752
201,0.9221
202,0.9202
203,0.0000
204,0.9351
205,0.7395
206,0.0000
207,0.8268
208,0.9188
209,0.8888
210,0.8921
211,0.9457
212,0.9260
213,0.0000
214,0.0000
215,0.8725
216,0.8816
217,0.8790
218,0.8564
219,0.9246
220,0.8988
221,0.9409
222,0.9248
223,0.9078
224,0.9612
225,0.9493
226,0.9271
227,0.8901
228,0.9019
229,0.9508
230,0.9292
231,0.9133
232,0.9144
233,0.9054
234,0.0000
235,0.9586
236,0.8601
237,0.9085
238,0.9619
239,0.0000
240,0.9184
241,0.8937
242,0.9013
243,0.8077
244,0.0000
245,0.8165
246,0.8393
247,0.9470
