channel,acceptance
0,0.9339
1,0.0000
2,0.0000
3,0.9434
4,0.9597
5,0.9368
6,0.9316
7,0.9419
8,0.9437
9,0.9456
10,0.9360
11,0.9531
12,0.0000
13,0.9196
14,0.9327
15,0.9473
16,0.9106
17,0.9393
18,0.9461
19,0.9702
20,0.9039
21,0.8763
22,0.9693
23,0.9355
24,0.9450
25,0.9193
26,0.0000
27,0.0000
28,0.9529
29,0.9117
30,0.9643
31,0.9573
32,0.9248
33,0.9486
34,0.0000
35,0.9410
36,0.9079
37,0.9144
38,0.9619
39,0.8830
40,0.9109
41,0.9338
42,0.9438
43,0.9449
44,0.9450
45,0.6571
46,0.8756
47,0.9171
48,0.9464
49,0.9413
50,0.8931
51,0.9437
52,0.9136
53,0.9192
54,0.9304
55,0.8845
56,0.9513
57,0.9785
58,0.5805
59,0.9170
60,0.9593
61,0.9297
62,0.0000
63,0.9037
64,0.9839
65,0.0000
66,0.9790
67,0.9034
68,0.8640
69,0.9581
70,0.9534
71,0.8875
72,0.9401
73,0.0132
74,0.9550
75,0.9700
76,0.9387
77,0.9312
78,0.9208
79,0.0000
80,0.9315
81,0.9350
82,0.9511
83,0.9109
84,0.9304
85,0.9834
86,0.0000
87,0.8885
88,0.0000
89,0.9649
90,0.8991
91,0.0000
92,0.8842
93,0.9194
94,0.9556
95,0.9315
96,0.6422
97,0.9489
98,0.8970
99,0.9205
100,0.9447
101,0.9343
102,0.0000
103,0.9554
104,0.9618
105,0.9457
106,0.9315
107,0.9382
108,0.9725
109,0.8433
110,0.8630
111,0.9240
112,0.9218
113,0.9327
114,0.9266
115,0.9264
116,0.9534
117,0.9304
118,0.0000
119,0.9283
120,0.9628
121,0.9806
122,0.9354
123,0.9050
124,0.9560
125,0.9282
126,0.9311
127,0.9825
128,0.9013
129,0.9437
130,0.0000
131,0.9226
132,0.9281
133,0.9180
134,0.0000
135,0.0000
136,0.9603
137,0.0027
138,1.0028
139,-0.1115
140,0.9691
141,0.9491
142,0.8966
143,0.9212
144,1.0065
145,0.9360
146,0.9258
147,0.9648
148,0.0000
149,0.9145
150,0.0000
151,0.9644
152,0.0000
153,0.9278
154,0.9284
155,0.9509
156,0.9652
157,0.9481
158,0.9428
159,0.9469
160,0.9444
161,0.9262
162,0.0000
163,0.9538
164,0.9399
165,0.9461
166,0.9391
167,0.0000
168,0.9865
169,0.9697
170,0.9413
171,0.9413
172,0.9396
173,0.9226
174,0.9062
175,0.9264
176,0.9546
177,0.9717
178,0.0000
179,0.8233
180,0.9394
181,0.9681
182,0.9575
183,0.0000
184,0.8538
185,0.8627
186,0.8830
187,0.9786
188,0.8572
189,0.9148
190,0.0000
191,0.9720
192,0.9557
193,0.9126
194,0.9039
195,0.8787
196,0.9431
197,0.9270
198,0.0000
199,0.9298
200,0.8818
201,0.9203
202,0.9213
203,0.0000
204,0.9612
205,0.7810
206,0.0000
207,0.8592
208,0.9291
209,0.9164
210,0.9124
211,0.9570
212,0.9453
213,0.0000
214,0.0000
215,0.9116
216,0.9376
217,0.8887
218,0.9165
219,0.9118
220,0.9200
221,0.9818
222,0.9301
223,0.9434
224,0.9607
225,0.9517
226,0.9401
227,0.9084
228,0.9208
229,0.9689
230,0.9326
231,0.9553
232,0.9550
233,0.8886
234,0.0000
235,0.9713
236,0.9207
237,0.9260
238,0.9520
239,0.0000
240,0.9244
241,0.9169
242,0.9051
243,0.8454
244,0.0000
245,0.8497
246,0.8626
247,0.9496
