channel,acceptance
0,0.9579
1,0.0000
2,0.8877
3,0.9433
4,0.9518
5,0.9190
6,0.9627
7,0.9465
8,0.9529
9,0.9644
10,0.9497
11,0.9240
12,0.0000
13,0.9379
14,0.7124
15,0.8343
16,0.9243
17,0.8484
18,0.9106
19,0.9512
20,0.8822
21,0.9287
22,0.9733
23,0.9548
24,0.9491
25,0.9351
26,0.0000
27,0.0000
28,0.9047
29,0.9321
30,0.9353
31,0.9284
32,0.9613
33,0.7100
34,0.0000
35,0.9646
36,0.9328
37,0.9429
38,0.9399
39,0.9276
40,0.9231
41,0.9674
42,0.9398
43,0.9331
44,0.9431
45,0.9420
46,0.8826
47,0.9042
48,0.5038
49,0.2860
50,0.6329
51,0.3580
52,0.9300
53,0.9321
54,0.9472
55,0.9135
56,0.9450
57,0.9554
58,0.7612
59,0.9037
60,0.9546
61,0.7875
62,0.0000
63,0.9437
64,0.9492
65,0.0000
66,0.8497
67,0.8761
68,0.9075
69,0.9041
70,0.9471
71,0.9111
72,0.9363
73,0.0252
74,0.9614
75,0.9280
76,0.8000
77,0.6814
78,0.6186
79,0.0000
80,0.9314
81,0.9545
82,0.9507
83,0.9321
84,0.9375
85,0.9189
86,0.0000
87,0.9158
88,0.0000
89,0.9243
90,0.7922
91,0.0000
92,0.8865
93,0.9248
94,0.9540
95,0.9607
96,0.4947
97,0.9563
98,0.8854
99,0.9273
100,0.9297
101,0.9308
102,0.0000
103,0.9323
104,0.9566
105,0.9413
106,0.9600
107,0.9126
108,0.9491
109,0.9390
110,0.8822
111,0.9305
112,0.9280
113,0.9377
114,0.9275
115,0.9227
116,0.9535
117,0.9391
118,0.0000
119,0.9224
120,0.9350
121,0.9799
122,0.9450
123,0.9511
124,0.9325
125,0.9235
126,0.9406
127,0.8448
128,0.7161
129,0.9476
130,0.0000
131,0.9377
132,0.9485
133,0.9360
134,0.0000
135,0.0000
136,0.9068
137,-0.0003
138,0.9635
139,0.0210
140,0.9643
141,0.9560
142,0.9092
143,0.8969
144,0.9164
145,0.9139
146,0.8824
147,0.9376
148,0.0000
149,0.8854
150,0.0000
151,0.9467
152,0.0000
153,0.9639
154,0.9351
155,0.9088
156,0.8891
157,0.9440
158,0.9507
159,0.9000
160,0.9356
161,0.9370
162,0.0000
163,0.9345
164,0.8897
165,0.9327
166,0.9531
167,0.0000
168,0.9298
169,0.9694
170,0.9347
171,0.8873
172,0.9412
173,0.9454
174,0.8551
175,0.9631
176,0.9028
177,0.9535
178,0.0000
179,0.9038
180,0.8516
181,0.9624
182,0.9350
183,0.0000
184,0.9055
185,0.8619
186,0.9144
187,0.8790
188,0.8907
189,0.9140
190,0.9507
191,0.9469
192,0.9025
193,0.9189
194,0.9156
195,0.8752
196,0.8380
197,0.9459
198,0.0000
199,0.9574
200,0.9028
201,0.9164
202,0.9357
203,0.0000
204,0.9106
205,0.7738
206,0.0000
207,0.8865
208,0.9387
209,0.9060
210,0.9070
211,0.9245
212,0.9301
213,0.0000
214,0.0000
215,0.9101
216,0.8103
217,0.9034
218,0.9204
219,0.9338
220,0.8918
221,0.9374
222,0.8747
223,0.8387
224,0.9442
225,0.9300
226,0.9439
227,0.9379
228,0.9385
229,0.9670
230,0.9425
231,0.8948
232,0.9533
233,0.9451
234,0.0000
235,0.8731
236,0.9127
237,0.9252
238,0.8970
239,0.0000
240,0.9202
241,0.8942
242,0.9336
243,0.8993
244,0.0000
245,0.8901
246,0.8210
247,0.8985
