channel,acceptance
0,0.9269
1,0.0000
2,0.0006
3,0.9111
4,0.9428
5,0.9134
6,0.9373
7,0.9370
8,0.9400
9,0.9358
10,0.9468
11,0.9557
12,0.0000
13,0.9373
14,0.9387
15,0.9347
16,0.8992
17,0.9344
18,0.9471
19,0.9497
20,0.9095
21,0.8856
22,0.9626
23,0.9519
24,0.9263
25,0.8848
26,0.0000
27,0.0000
28,0.9444
29,0.9061
30,0.9636
31,0.8838
32,0.9298
33,0.9523
34,0.0000
35,0.9498
36,0.9028
37,0.9006
38,0.9628
39,0.9757
40,0.9183
41,0.9634
42,0.9215
43,0.9415
44,0.9348
45,0.6770
46,0.8585
47,0.9705
48,0.9346
49,0.9384
50,0.9896
51,0.9458
52,0.9307
53,0.9209
54,0.9749
55,0.9216
56,0.9601
57,0.9432
58,0.5597
59,0.9183
60,0.9489
61,0.9007
62,0.0000
63,0.9341
64,0.9543
65,0.0000
66,0.8912
67,0.8742
68,0.9782
69,0.9272
70,0.9562
71,0.8828
72,0.9517
73,0.0125
74,0.9519
75,0.9583
76,0.9456
77,0.9564
78,0.9131
79,0.0000
80,0.9347
81,0.9536
82,0.9396
83,0.9396
84,0.9100
85,0.9365
86,0.0000
87,0.9000
88,0.0000
89,0.9586
90,0.9145
91,0.0000
92,0.9217
93,0.9393
94,0.9593
95,0.9292
96,0.6424
97,0.9301
98,0.9010
99,0.9314
100,0.9324
101,0.9210
102,0.0000
103,0.9284
104,0.9462
105,0.9583
106,0.9640
107,0.9339
108,0.9887
109,0.9449
110,0.8540
111,0.9445
112,0.9171
113,0.9342
114,0.9180
115,0.9284
116,0.9463
117,0.9253
118,0.0000
119,0.9202
120,0.9540
121,0.9554
122,0.9346
123,0.9503
124,0.9380
125,0.9330
126,0.9754
127,0.9403
128,0.9138
129,0.9412
130,0.0000
131,0.9478
132,0.9325
133,0.9364
134,0.0000
135,0.0000
136,0.9209
137,-0.0016
138,0.9919
139,0.0000
140,0.9933
141,0.9558
142,0.9135
143,0.8866
144,0.9280
145,0.9174
146,0.9169
147,0.9397
148,0.0000
149,0.8901
150,0.0000
151,0.9711
152,0.0000
153,0.9044
154,0.9167
155,0.9351
156,0.9425
157,0.9089
158,0.9351
159,0.9455
160,0.9248
161,0.9104
162,0.0000
163,0.9149
164,0.9255
165,0.9433
166,0.9286
167,0.0000
168,0.9438
169,0.9495
170,0.9504
171,0.9412
172,0.9059
173,0.9234
174,0.8961
175,0.8725
176,0.9327
177,0.9469
178,0.0000
179,0.8012
180,0.9237
181,0.9778
182,0.8849
183,0.0000
184,0.9316
185,0.9075
186,0.9563
187,0.9259
188,0.8686
189,0.8906
190,0.0012
191,0.9149
192,0.9525
193,0.9278
194,0.9082
195,0.8546
196,0.9362
197,0.9278
198,0.0000
199,0.9325
200,0.8641
201,0.9314
202,0.9105
203,0.0000
204,0.9725
205,0.7348
206,0.0000
207,0.8587
208,0.9303
209,0.9285
210,0.8885
211,0.9548
212,0.9536
213,0.0000
214,0.0000
215,0.9409
216,0.8839
217,0.9097
218,0.8919
219,0.9503
220,0.9323
221,0.9268
222,0.9595
223,0.9401
224,0.9629
225,0.9551
226,0.8971
227,0.9273
228,0.9305
229,0.9404
230,0.9244
231,0.9337
232,0.9296
233,0.9238
234,0.0000
235,0.9368
236,0.8947
237,0.9463
238,0.9635
239,0.0000
240,0.8891
241,0.9000
242,0.9147
243,0.8808
244,0.0000
245,0.8211
246,0.8591
247,0.9618
