channel,acceptance
0,0.9232
1,0.0000
2,0.0000
3,0.9176
4,0.9468
5,0.7866
6,0.9620
7,0.9262
8,0.9361
9,0.9668
10,0.9379
11,0.9530
12,0.0000
13,0.9163
14,0.9083
15,0.9297
16,0.8888
17,0.9301
18,0.9389
19,0.9427
20,0.9092
21,0.9111
22,0.9704
23,0.9411
24,0.9289
25,0.8843
26,0.0000
27,0.0000
28,0.9430
29,0.8987
30,0.9456
31,0.8488
32,0.9422
33,0.9506
34,0.0000
35,0.9433
36,0.9373
37,0.7674
38,0.8903
39,0.9243
40,0.8970
41,0.9903
42,0.9229
43,0.9009
44,0.9274
45,0.6398
46,0.8518
47,0.9425
48,0.9253
49,0.9405
50,0.9610
51,0.9334
52,0.9380
53,0.9328
54,0.9827
55,0.9240
56,0.9560
57,0.9628
58,0.5668
59,0.8891
60,0.9418
61,0.8450
62,0.0000
63,0.8679
64,0.9252
65,0.0000
66,0.8710
67,0.7764
68,0.9111
69,0.9188
70,0.9057
71,0.8561
72,0.9066
73,0.0126
74,0.9335
75,0.9499
76,0.9406
77,0.9462
78,0.9113
79,0.0000
80,0.9243
81,0.9486
82,0.9485
83,0.9341
84,0.8777
85,0.8611
86,0.0000
87,0.8596
88,0.0000
89,0.8679
90,0.9206
91,0.0000
92,0.8844
93,0.9226
94,0.9425
95,0.9349
96,0.6454
97,0.9325
98,0.8866
99,0.9156
100,0.9342
101,0.9241
102,0.0000
103,0.9367
104,0.9562
105,0.9501
106,0.9462
107,0.9625
108,0.9323
109,0.6584
110,0.8437
111,0.9112
112,0.9081
113,0.8541
114,0.8758
115,0.9246
116,0.9558
117,0.9272
118,0.0000
119,0.8063
120,0.9188
121,0.9688
122,0.9279
123,0.9553
124,0.9374
125,0.9191
126,0.9609
127,0.9683
128,0.8856
129,0.9475
130,0.0000
131,0.9381
132,0.9092
133,0.9390
134,0.0000
135,0.0000
136,0.9384
137,0.0075
138,0.9516
139,0.2491
140,0.9767
141,0.9331
142,0.9203
143,0.8983
144,0.9250
145,0.9161
146,0.9184
147,0.9553
148,0.0000
149,0.8858
150,0.0000
151,0.9456
152,0.0000
153,0.9173
154,0.9231
155,0.9395
156,0.9476
157,0.9043
158,0.9253
159,0.9236
160,0.9482
161,0.9302
162,0.0000
163,0.9198
164,0.9357
165,0.9419
166,0.9359
167,0.0000
168,0.8980
169,0.9464
170,0.9321
171,0.9373
172,0.8976
173,0.9298
174,0.8856
175,0.9186
176,0.9433
177,0.9128
178,0.0000
179,0.7998
180,0.8936
181,0.9368
182,0.9155
183,0.0000
184,0.9188
185,0.8950
186,0.9357
187,0.9325
188,0.8571
189,0.8860
190,-0.0004
191,0.9374
192,0.9324
193,0.9321
194,0.8976
195,0.9038
196,0.9009
197,0.9662
198,0.0000
199,0.9450
200,0.8681
201,0.9041
202,0.9143
203,0.0000
204,0.9204
205,0.7811
206,0.0000
207,0.8363
208,0.9320
209,0.9410
210,0.8864
211,0.9550
212,0.9400
213,0.0000
214,0.0000
215,0.9139
216,0.9228
217,0.8919
218,0.9085
219,0.9597
220,0.9255
221,0.9603
222,0.9496
223,0.9286
224,0.9544
225,0.9528
226,0.9473
227,0.8904
228,0.9163
229,0.9706
230,0.9472
231,0.9485
232,0.9316
233,0.9034
234,0.0000
235,0.9486
236,0.8829
237,0.9090
238,0.9652
239,0.0000
240,0.9254
241,0.9006
242,0.9233
243,0.8906
244,0.0000
245,0.8500
246,0.8785
247,0.9607
