channel,acceptance
0,0.9452
1,0.0000
2,0.0000
3,0.9262
4,0.9586
5,0.9071
6,0.9670
7,0.9442
8,0.9333
9,0.9461
10,0.9419
11,0.9563
12,0.0000
13,0.9123
14,0.9353
15,0.9471
16,0.8848
17,0.9268
18,0.9447
19,0.9370
20,0.9279
21,0.9568
22,0.9684
23,0.9240
24,0.9172
25,0.8927
26,0.0000
27,0.0000
28,0.9470
29,0.9081
30,0.9639
31,0.9115
32,0.9256
33,0.9520
34,0.0000
35,0.9530
36,0.9240
37,0.9157
38,0.9580
39,0.9217
40,0.8999
41,0.9449
42,0.9363
43,0.9343
44,0.9389
45,0.6637
46,0.8682
47,0.9301
48,0.9226
49,0.9403
50,0.9300
51,0.9498
52,0.9224
53,0.9292
54,0.9279
55,0.8898
56,0.9749
57,0.9548
58,0.5816
59,0.9195
60,0.9413
61,0.8719
62,0.0000
63,0.9216
64,0.9510
65,0.0000
66,0.8814
67,0.8665
68,0.9192
69,0.9064
70,0.9353
71,0.8814
72,0.9283
73,0.0131
74,0.9485
75,0.9535
76,0.9387
77,0.9442
78,0.9285
79,0.0000
80,0.9242
81,0.9588
82,0.9466
83,0.9262
84,0.9175
85,0.9622
86,0.0000
87,0.9010
88,0.0000
89,0.9147
90,0.9043
91,0.0000
92,0.9315
93,0.9015
94,0.9495
95,0.9379
96,0.6601
97,0.9502
98,0.8819
99,0.9155
100,0.9239
101,0.9141
102,0.0000
103,0.9173
104,0.9582
105,0.9460
106,0.9560
107,0.9172
108,0.9518
109,0.8882
110,0.8666
111,0.9372
112,0.9093
113,0.9381
114,0.9017
115,0.9383
116,0.9453
117,0.9400
118,0.0000
119,0.8813
120,0.9347
121,0.9544
122,0.9381
123,0.9356
124,0.9230
125,0.9228
126,0.9356
127,0.9805
128,0.8980
129,0.9565
130,0.0000
131,0.9277
132,0.9135
133,0.8974
134,0.0000
135,0.0000
136,0.9303
137,0.0043
138,0.9582
139,-0.0245
140,0.9867
141,0.9421
142,0.8851
143,0.9269
144,0.9400
145,0.9272
146,0.9097
147,0.9518
148,0.0000
149,0.9063
150,0.0000
151,0.9326
152,0.0000
153,0.9256
154,0.9444
155,0.9389
156,0.9576
157,0.9201
158,0.9250
159,0.9469
160,0.9353
161,0.9121
162,0.0000
163,0.9373
164,0.9280
165,0.9456
166,0.9303
167,0.0000
168,0.9161
169,0.9558
170,0.9341
171,0.9278
172,0.9195
173,0.9213
174,0.9475
175,0.9336
176,0.9369
177,0.9484
178,0.0000
179,0.7927
180,0.9037
181,0.9998
182,0.9217
183,0.0000
184,0.9416
185,0.8800
186,0.9218
187,0.9490
188,0.8272
189,0.9057
190,-0.0006
191,0.9494
192,0.9460
193,0.9005
194,0.9033
195,0.8629
196,0.9364
197,0.9259
198,0.0000
199,0.9117
200,0.8896
201,0.9230
202,0.9186
203,0.0000
204,0.9448
205,0.8109
206,0.0000
207,0.8327
208,0.9243
209,0.9304
210,0.9019
211,0.9484
212,0.9449
213,0.0000
214,0.0000
215,0.9112
216,0.9430
217,0.8708
218,0.9206
219,0.9875
220,0.9291
221,0.9422
222,0.9597
223,0.9284
224,0.9656
225,0.8945
226,0.9101
227,0.9023
228,0.9123
229,0.9093
230,0.9104
231,0.9460
232,0.9242
233,0.9602
234,0.0000
235,0.9775
236,0.8903
237,0.8974
238,0.9799
239,0.0000
240,0.9093
241,0.9193
242,0.9440
243,0.8503
244,0.0000
245,0.8239
246,0.8071
247,0.9832
