channel,acceptance
0,0.9231
1,0.0000
2,0.9217
3,0.9268
4,0.9236
5,0.8984
6,0.9136
7,0.9394
8,0.9323
9,0.9447
10,0.9246
11,0.9501
12,0.0000
13,0.8970
14,0.9300
15,0.9593
16,0.8314
17,0.9267
18,0.9338
19,0.9325
20,0.9098
21,0.8803
22,0.9614
23,0.9399
24,0.9047
25,0.8913
26,0.0000
27,0.0000
28,0.9433
29,0.9029
30,0.9417
31,0.8865
32,0.9243
33,0.9391
34,0.0000
35,0.9462
36,0.9021
37,0.8786
38,0.9107
39,0.9815
40,0.9018
41,0.9572
42,0.9230
43,0.9271
44,0.9506
45,0.6743
46,0.8936
47,0.9949
48,0.9347
49,0.9703
50,0.9855
51,0.9472
52,0.9315
53,0.9668
54,0.9641
55,0.9349
56,0.9251
57,0.9495
58,0.5854
59,0.8760
60,0.9434
61,0.8975
62,0.0000
63,0.9433
64,0.9574
65,0.0000
66,0.8403
67,0.8869
68,0.9126
69,0.8978
70,0.9647
71,0.8841
72,0.9359
73,0.0137
74,0.9325
75,0.9340
76,0.9927
77,0.9299
78,0.9230
79,0.0000
80,0.9360
81,0.9605
82,0.9369
83,0.9799
84,0.9226
85,0.9573
86,0.0000
87,0.8878
88,0.0000
89,0.9201
90,0.9467
91,0.0000
92,0.9191
93,0.9184
94,0.9679
95,0.9183
96,0.6681
97,0.9644
98,0.8862
99,0.9338
100,0.9470
101,0.8582
102,0.0000
103,0.9457
104,0.9371
105,1.0012
106,0.9535
107,0.9035
108,1.0233
109,0.9551
110,0.8770
111,0.9512
112,0.9036
113,0.9228
114,0.8900
115,0.9021
116,0.9732
117,0.9480
118,0.0000
119,0.9010
120,0.9250
121,0.9311
122,0.9333
123,0.9663
124,0.8947
125,0.9351
126,0.9179
127,0.9211
128,0.8879
129,0.9388
130,0.0000
131,0.9375
132,0.8951
133,0.9769
134,0.0000
135,0.0000
136,0.9267
137,-0.0024
138,0.9333
139,0.0073
140,0.9563
141,0.9756
142,0.9462
143,0.8958
144,0.9094
145,0.9119
146,0.9188
147,0.9553
148,0.0000
149,0.9125
150,0.0000
151,0.9472
152,0.0000
153,0.9158
154,0.9270
155,0.9341
156,0.9303
157,0.9142
158,0.9325
159,0.9453
160,0.9145
161,0.9124
162,0.0000
163,0.9360
164,0.9310
165,0.9301
166,0.9199
167,0.0000
168,0.9244
169,0.9439
170,0.9460
171,0.9189
172,0.9274
173,0.9224
174,0.8897
175,0.9439
176,0.9332
177,0.9461
178,0.0000
179,0.7833
180,0.9193
181,0.9887
182,0.9552
183,0.0000
184,0.9300
185,0.8679
186,0.9213
187,0.9660
188,0.8564
189,0.8979
190,0.0000
191,0.9539
192,0.9283
193,0.9461
194,0.9172
195,0.8532
196,0.9343
197,0.9265
198,0.0000
199,0.9018
200,0.8878
201,0.9133
202,0.9132
203,0.0000
204,0.9219
205,0.7110
206,0.0000
207,0.8491
208,0.9063
209,0.9144
210,0.8847
211,0.9532
212,0.9379
213,0.0000
214,0.0000
215,0.8782
216,0.9093
217,0.9079
218,0.9219
219,0.9445
220,0.9031
221,0.9256
222,0.9450
223,0.9300
224,0.9640
225,0.9296
226,0.9314
227,0.8979
228,0.8885
229,0.9455
230,0.9179
231,0.9343
232,0.9032
233,0.9224
234,0.0000
235,0.9299
236,0.8714
237,0.9040
238,0.9734
239,0.0000
240,0.9063
241,0.8884
242,0.8987
243,0.8586
244,0.0000
245,0.7921
246,0.8047
247,0.9605
