channel,acceptance
0,0.9628
1,0.0000
2,0.9207
3,0.9557
4,0.9753
5,0.9320
6,0.9633
7,0.9534
8,0.9526
9,0.9670
10,0.9580
11,0.9290
12,0.0000
13,0.9476
14,0.7229
15,0.8428
16,0.9443
17,0.8554
18,0.9167
19,0.9542
20,0.8953
21,0.9482
22,0.9757
23,0.9533
24,0.9521
25,0.9462
26,0.0000
27,0.0000
28,0.9038
29,0.9467
30,0.9370
31,0.9562
32,0.9704
33,0.7243
34,0.0000
35,0.9777
36,0.9329
37,0.9325
38,0.9525
39,0.9431
40,0.9341
41,0.9536
42,0.9527
43,0.9449
44,0.9534
45,0.9530
46,0.9213
47,0.9261
48,0.5260
49,0.8382
50,0.6620
51,0.3751
52,0.9490
53,0.9437
54,0.9692
55,0.9414
56,0.9577
57,0.9603
58,0.7617
59,0.9342
60,0.9516
61,0.8149
62,0.0000
63,0.9610
64,0.9550
65,0.0000
66,0.8746
67,0.9496
68,0.9171
69,0.9517
70,0.9595
71,0.9432
72,0.9443
73,0.0256
74,0.9638
75,0.9435
76,0.8204
77,0.7025
78,0.6691
79,0.0000
80,0.9522
81,0.9665
82,0.9652
83,0.9416
84,0.9413
85,0.9458
86,0.0000
87,0.9406
88,0.0000
89,0.9586
90,0.8276
91,0.0000
92,0.9462
93,0.9401
94,0.9546
95,0.9695
96,0.5151
97,0.9483
98,0.9255
99,0.9444
100,0.9432
101,0.9543
102,0.0000
103,0.9522
104,0.9682
105,0.9482
106,0.9742
107,0.9022
108,0.9809
109,0.9232
110,0.9084
111,0.9518
112,0.9403
113,0.9515
114,0.9466
115,0.9308
116,0.9614
117,0.9456
118,0.0000
119,0.9358
120,0.9585
121,0.9648
122,0.9491
123,0.9577
124,0.9404
125,0.9412
126,0.9691
127,0.8501
128,0.7383
129,0.9565
130,0.0000
131,0.9502
132,0.9641
133,0.9340
134,0.0000
135,0.0000
136,0.9193
137,0.0002
138,0.9701
139,0.0430
140,0.9750
141,0.9631
142,0.9288
143,0.9172
144,0.9256
145,0.9309
146,0.9000
147,0.9476
148,0.0000
149,0.9011
150,0.0000
151,0.9658
152,0.0000
153,0.9722
154,0.9461
155,0.9144
156,0.8949
157,0.9447
158,0.9578
159,0.9161
160,0.9418
161,0.9507
162,0.0000
163,0.9500
164,0.8927
165,0.9400
166,0.9565
167,0.0000
168,0.9420
169,0.9686
170,0.9370
171,0.8987
172,0.9569
173,0.9560
174,0.8708
175,0.9574
176,0.9138
177,0.9569
178,0.0000
179,0.9164
180,0.8821
181,0.9659
182,0.9423
183,0.0000
184,0.9238
185,0.8854
186,0.9380
187,0.9032
188,0.9193
189,0.9453
190,0.9718
191,0.9508
192,0.9101
193,0.9525
194,0.9389
195,0.8807
196,0.8352
197,0.9582
198,0.0000
199,0.9607
200,0.9201
201,0.9229
202,0.9429
203,0.0000
204,0.9202
205,0.8299
206,0.0000
207,0.9285
208,0.9471
209,0.9151
210,0.9222
211,0.9254
212,0.9435
213,0.0000
214,0.0000
215,0.9364
216,0.8011
217,0.9240
218,0.9419
219,0.9435
220,0.8952
221,0.9430
222,0.8824
223,0.8531
224,0.9597
225,0.9345
226,0.9551
227,0.9464
228,0.9523
229,0.9670
230,0.9440
231,0.8949
232,0.9531
233,0.9624
234,0.0000
235,0.8731
236,0.9326
237,0.9447
238,0.9043
239,0.0000
240,0.9248
241,0.9058
242,0.9492
243,0.9340
244,0.0000
245,0.9250
246,0.8425
247,0.9107
