channel,acceptance
0,0.9190
1,0.0000
2,0.8470
3,0.9234
4,0.9640
5,0.8818
6,0.9561
7,0.9483
8,0.9230
9,0.9486
10,0.9323
11,0.8981
12,0.0000
13,0.9249
14,0.6652
15,0.7872
16,0.9258
17,0.8226
18,0.8915
19,0.9608
20,0.8560
21,0.9623
22,0.9680
23,0.9461
24,0.9188
25,0.8966
26,0.0000
27,0.0000
28,0.8898
29,0.9091
30,0.9248
31,0.8899
32,0.9369
33,0.6651
34,0.0000
35,0.9569
36,0.9604
37,0.8850
38,0.8649
39,0.9022
40,0.8973
41,0.9512
42,0.9373
43,0.9251
44,0.9442
45,0.9361
46,0.8555
47,0.9107
48,0.4898
49,0.2758
50,0.6152
51,0.3349
52,0.9290
53,0.9231
54,0.9197
55,0.9084
56,0.9553
57,0.9688
58,0.5313
59,0.9192
60,0.9412
61,0.7682
62,0.0000
63,0.9278
64,0.9278
65,0.0000
66,0.8557
67,0.8228
68,0.9123
69,0.9050
70,0.9418
71,0.9021
72,0.9246
73,0.0114
74,0.9390
75,0.9311
76,0.7994
77,0.6738
78,0.5918
79,0.0000
80,0.9376
81,0.9342
82,0.9439
83,0.9275
84,0.9296
85,0.9575
86,0.0000
87,0.8929
88,0.0000
89,0.8883
90,0.7683
91,0.0000
92,0.9271
93,0.9164
94,0.9525
95,0.9623
96,0.4873
97,0.9177
98,0.9020
99,0.9216
100,0.9287
101,0.9237
102,0.0000
103,0.9406
104,0.9549
105,0.9319
106,0.9560
107,0.8839
108,0.9148
109,0.9619
110,0.8533
111,0.9241
112,0.9299
113,0.9220
114,0.9183
115,0.9009
116,0.9467
117,0.9283
118,0.0000
119,0.8927
120,0.9383
121,0.9463
122,0.9400
123,0.9474
124,0.9212
125,0.9216
126,0.9230
127,0.8155
128,0.6803
129,0.9408
130,0.0000
131,0.9224
132,0.8872
133,0.9434
134,0.0000
135,0.0000
136,0.9165
137,0.0000
138,0.9719
139,0.0100
140,0.9313
141,0.9520
142,0.9398
143,0.8446
144,0.8825
145,0.9432
146,0.8211
147,0.9439
148,0.0000
149,0.8641
150,0.0000
151,0.9637
152,0.0000
153,0.9502
154,0.8704
155,0.8945
156,0.8695
157,0.9234
158,0.9460
159,0.8943
160,0.9181
161,0.9388
162,0.0000
163,0.9139
164,0.8813
165,0.9068
166,0.9302
167,0.0000
168,0.9361
169,0.9568
170,0.9132
171,0.8899
172,0.9164
173,0.9205
174,0.8434
175,0.8473
176,0.9174
177,0.9503
178,0.0000
179,0.8978
180,0.8180
181,0.9774
182,0.9304
183,0.0000
184,0.9168
185,0.8535
186,0.8956
187,0.8738
188,0.8756
189,0.8883
190,0.0000
191,0.9606
192,0.8840
193,0.8848
194,0.8916
195,0.8299
196,0.8024
197,0.9488
198,0.0000
199,0.9357
200,0.8741
201,0.8742
202,0.9298
203,0.0000
204,0.9123
205,0.8374
206,0.0000
207,0.8569
208,0.9205
209,0.9188
210,0.8666
211,0.8954
212,0.9701
213,0.0000
214,0.0000
215,0.9062
216,0.7832
217,0.9099
218,0.8902
219,0.9241
220,0.8277
221,0.9195
222,0.8414
223,0.8235
224,0.9470
225,0.9265
226,0.9619
227,0.9091
228,0.9041
229,0.9710
230,0.9416
231,0.8567
232,0.9162
233,0.9337
234,0.0000
235,0.8345
236,0.9178
237,0.9524
238,0.8863
239,0.0000
240,0.9127
241,0.8493
242,0.8591
243,0.9082
244,0.0000
245,0.8871
246,0.8319
247,0.9036
