channel,acceptance
0,0.9451
1,0.0000
2,0.0000
3,0.9376
4,0.9638
5,0.9314
6,0.9847
7,0.9374
8,0.9489
9,0.9429
10,0.9382
11,0.9550
12,0.0000
13,0.9209
14,0.9325
15,0.9425
16,0.8882
17,0.9233
18,0.9363
19,0.9380
20,0.9050
21,0.9545
22,0.9643
23,0.9400
24,0.9207
25,0.8909
26,0.0000
27,0.0000
28,0.9517
29,0.9038
30,0.9563
31,0.8852
32,0.9285
33,0.9504
34,0.0000
35,0.9636
36,0.9300
37,0.9309
38,0.9549
39,0.9509
40,0.9282
41,0.9600
42,0.9422
43,0.9356
44,0.9457
45,0.6565
46,0.8710
47,0.9401
48,0.9443
49,0.9181
50,0.9498
51,0.9426
52,0.9209
53,0.9106
54,0.9699
55,0.8647
56,0.9168
57,0.9489
58,0.5699
59,0.8894
60,0.9460
61,0.9434
62,0.0000
63,0.9369
64,0.9571
65,0.0000
66,0.8759
67,0.8774
68,0.9789
69,0.9575
70,0.9241
71,0.8578
72,0.9427
73,0.0112
74,0.9372
75,0.9459
76,0.9311
77,0.9482
78,0.9151
79,0.0000
80,0.9201
81,0.9422
82,0.9394
83,0.9160
84,0.9331
85,0.8910
86,0.0000
87,0.8890
88,0.0000
89,0.9251
90,0.9031
91,0.0000
92,0.9397
93,0.9208
94,0.9332
95,0.9317
96,0.6343
97,0.9357
98,0.9225
99,0.9202
100,0.9463
101,0.9018
102,0.0000
103,0.9309
104,0.9500
105,0.9516
106,0.9775
107,0.8977
108,0.9084
109,0.8932
110,0.8563
111,0.9323
112,0.9054
113,0.9508
114,0.9101
115,0.9190
116,0.9502
117,0.9359
118,0.0000
119,0.8955
120,0.9338
121,0.9846
122,0.9372
123,0.9029
124,0.9236
125,0.9102
126,0.8972
127,0.9735
128,0.8837
129,0.9571
130,0.0000
131,0.9283
132,0.9262
133,0.9414
134,0.0000
135,0.0000
136,0.9330
137,-0.0034
138,1.0058
139,0.0335
140,1.0410
141,0.9442
142,0.8756
143,0.9257
144,0.9971
145,0.9430
146,0.9262
147,0.9358
148,0.0000
149,0.8898
150,0.0000
151,0.9097
152,0.0000
153,0.9229
154,0.9417
155,0.9335
156,0.9687
157,0.9237
158,0.9411
159,0.9282
160,0.9878
161,0.9358
162,0.0000
163,0.9235
164,0.9443
165,0.9552
166,0.9517
167,0.0000
168,0.9030
169,0.9687
170,0.9308
171,0.9263
172,0.9332
173,0.9321
174,0.9466
175,0.9802
176,0.9473
177,0.9346
178,0.0000
179,0.8117
180,0.9093
181,0.9394
182,0.9082
183,0.0000
184,0.9762
185,0.8969
186,0.9118
187,0.9445
188,0.8308
189,0.9086
190,0.0012
191,0.9211
192,0.9470
193,0.9030
194,0.9287
195,0.8895
196,0.9474
197,0.9283
198,0.0000
199,0.9514
200,0.8778
201,0.9266
202,0.9478
203,0.0000
204,0.9198
205,0.7679
206,0.0000
207,0.8415
208,0.9279
209,0.9185
210,0.9422
211,0.9626
212,0.9306
213,0.0000
214,0.0000
215,0.9156
216,0.9328
217,0.9270
218,0.9371
219,0.9719
220,0.9541
221,0.9707
222,0.9791
223,0.9481
224,0.9378
225,0.9281
226,0.9337
227,0.9063
228,0.9366
229,0.9577
230,0.9450
231,0.9476
232,0.9604
233,0.8877
234,0.0000
235,0.9858
236,0.8847
237,0.9258
238,0.9378
239,0.0000
240,0.9471
241,0.8935
242,0.9381
243,0.8743
244,0.0000
245,0.8459
246,0.8581
247,0.9330
