channel,acceptance
0,0.9594
1,0.0000
2,0.9076
3,0.9439
4,0.9706
5,0.9196
6,0.9646
7,0.9505
8,0.9471
9,0.9593
10,0.9524
11,0.9200
12,0.0000
13,0.9396
14,0.7120
15,0.8388
16,0.9211
17,0.8566
18,0.9100
19,0.9488
20,0.8961
21,0.9439
22,0.9741
23,0.9549
24,0.9593
25,0.9420
26,0.0000
27,0.0000
28,0.9026
29,0.9432
30,0.9345
31,0.9440
32,0.9742
33,0.7199
34,0.0000
35,0.9625
36,0.9400
37,0.9430
38,0.9502
39,0.9309
40,0.9354
41,0.9661
42,0.9448
43,0.9334
44,0.9492
45,0.9437
46,0.8959
47,0.8962
48,0.5219
49,0.8263
50,0.6482
51,0.3721
52,0.9303
53,0.9270
54,0.9664
55,0.9257
56,0.9470
57,0.9601
58,0.7726
59,0.9296
60,0.9505
61,0.8232
62,0.0000
63,0.9580
64,0.9397
65,0.0000
66,0.8459
67,0.9083
68,0.9239
69,0.9276
70,0.9686
71,0.9414
72,0.9469
73,0.0250
74,0.9567
75,0.9418
76,0.7976
77,0.7037
78,0.6645
79,0.0000
80,0.9464
81,0.9490
82,0.9722
83,0.9296
84,0.9221
85,0.9085
86,0.0000
87,0.9194
88,0.0000
89,0.9500
90,0.8174
91,0.0000
92,0.9439
93,0.9330
94,0.9530
95,0.9683
96,0.5075
97,0.9078
98,0.9171
99,0.9368
100,0.9397
101,0.9454
102,0.0000
103,0.9372
104,0.9533
105,0.9401
106,0.9739
107,0.9079
108,0.9449
109,0.9486
110,0.8842
111,0.9397
112,0.9285
113,0.9465
114,0.9336
115,0.9380
116,0.9482
117,0.9397
118,0.0000
119,0.9377
120,0.9535
121,0.9598
122,0.9417
123,0.9266
124,0.9479
125,0.9259
126,0.9677
127,0.8124
128,0.7161
129,0.9535
130,0.0000
131,0.9348
132,0.9479
133,0.9200
134,0.0000
135,0.0000
136,0.9079
137,0.0004
138,0.9675
139,0.0442
140,0.9593
141,0.9496
142,0.9105
143,0.8783
144,0.8944
145,0.9302
146,0.8951
147,0.9327
148,0.0000
149,0.8741
150,0.0000
151,0.9517
152,0.0000
153,0.9519
154,0.9260
155,0.9081
156,0.8813
157,0.9332
158,0.9523
159,0.8898
160,0.9261
161,0.9280
162,0.0000
163,0.9271
164,0.8905
165,0.9270
166,0.9417
167,0.0000
168,0.9386
169,0.9597
170,0.9432
171,0.8742
172,0.9535
173,0.9531
174,0.8457
175,0.9271
176,0.9064
177,0.9663
178,0.0000
179,0.9018
180,0.8688
181,0.9564
182,0.9471
183,0.0000
184,0.9332
185,0.8730
186,0.8908
187,0.8877
188,0.9193
189,0.9182
190,0.9425
191,0.9528
192,0.8864
193,0.9436
194,0.9291
195,0.8698
196,0.8302
197,0.9500
198,0.0000
199,0.9440
200,0.9212
201,0.9268
202,0.9176
203,0.0000
204,0.9153
205,0.7804
206,0.0000
207,0.9081
208,0.9435
209,0.8970
210,0.9188
211,0.9248
212,0.9264
213,0.0000
214,0.0000
215,0.9234
216,0.7977
217,0.9004
218,0.9356
219,0.9275
220,0.8796
221,0.9289
222,0.8689
223,0.8438
224,0.9480
225,0.9229
226,0.9259
227,0.9432
228,0.9336
229,0.9564
230,0.9192
231,0.8809
232,0.9395
233,0.9582
234,0.0000
235,0.8418
236,0.9159
237,0.9298
238,0.9025
239,0.0000
240,0.9076
241,0.8930
242,0.9344
243,0.9116
244,0.0000
245,0.8799
246,0.8306
247,0.9064
