channel,acceptance
0,0.9311
1,0.0000
2,0.9142
3,0.9107
4,0.9678
5,0.9082
6,0.9532
7,0.9377
8,0.9524
9,0.9480
10,0.9430
11,0.9502
12,0.0000
13,0.9085
14,0.9366
15,0.9362
16,0.9050
17,0.9320
18,0.9437
19,0.9600
20,0.9263
21,0.8795
22,0.9663
23,0.9262
24,0.9137
25,0.9018
26,0.0000
27,0.0000
28,0.9469
29,0.8970
30,0.9706
31,0.9126
32,0.9280
33,0.9436
34,0.0000
35,0.9673
36,0.8917
37,0.9018
38,0.9288
39,0.9578
40,0.9205
41,0.9399
42,0.9270
43,0.9395
44,0.9413
45,0.6693
46,0.8643
47,0.9635
48,0.9370
49,0.9505
50,1.0288
51,0.9443
52,0.9188
53,0.9222
54,0.9611
55,0.9254
56,0.9784
57,0.9565
58,0.5739
59,0.8975
60,0.9500
61,0.9166
62,0.0000
63,0.9255
64,0.9670
65,0.0000
66,0.8719
67,0.8959
68,0.9835
69,0.9307
70,0.9547
71,0.8725
72,0.9532
73,0.0142
74,0.9338
75,0.9597
76,0.9522
77,0.9417
78,0.9131
79,0.0000
80,0.9393
81,0.9494
82,0.9573
83,0.9326
84,0.9074
85,0.9136
86,0.0000
87,0.8736
88,0.0000
89,0.9331
90,0.9329
91,0.0000
92,0.9385
93,0.9337
94,0.9519
95,0.9407
96,0.6668
97,0.9302
98,0.9307
99,0.9311
100,0.9376
101,0.9173
102,0.0000
103,0.9299
104,0.9368
105,0.9635
106,0.9684
107,0.9398
108,0.9952
109,0.9095
110,0.8439
111,0.9116
112,0.9042
113,0.9391
114,0.9265
115,0.9520
116,0.9525
117,0.9276
118,0.0000
119,0.9137
120,0.9573
121,0.9816
122,0.9417
123,0.9419
124,0.9454
125,0.9220
126,1.0389
127,0.9437
128,0.8972
129,0.9322
130,0.0000
131,0.9613
132,0.9009
133,0.9584
134,0.0000
135,0.0000
136,0.9218
137,0.0008
138,0.9462
139,0.0093
140,0.9220
141,0.9716
142,0.9207
143,0.9221
144,0.9438
145,0.9125
146,0.9257
147,0.9578
148,0.0000
149,0.8890
150,0.0000
151,0.9569
152,0.0000
153,0.9191
154,0.9247
155,0.9464
156,0.9569
157,0.9350
158,0.9555
159,0.9915
160,0.9271
161,0.9361
162,0.0000
163,0.9481
164,0.9445
165,0.9402
166,0.9271
167,0.0000
168,0.9426
169,0.9502
170,0.9373
171,0.9358
172,0.9335
173,0.9239
174,0.9359
175,0.9050
176,0.9397
177,0.9364
178,0.0000
179,0.8053
180,0.9463
181,0.9533
182,0.9448
183,0.0000
184,1.0199
185,0.9083
186,0.9432
187,0.9445
188,0.8497
189,0.9023
190,0.0006
191,0.9474
192,0.9482
193,0.8956
194,0.9209
195,0.8915
196,0.9544
197,0.9607
198,0.0000
199,0.9265
200,0.8785
201,0.9303
202,0.9097
203,0.0000
204,0.9418
205,0.8229
206,0.0000
207,0.8882
208,0.9403
209,0.9378
210,0.8694
211,0.9651
212,0.9540
213,0.0000
214,0.0000
215,0.9235
216,0.9486
217,0.9886
218,0.9381
219,0.9458
220,0.9359
221,0.9813
222,0.9005
223,0.9553
224,0.9611
225,0.9252
226,0.9433
227,0.9168
228,0.9255
229,0.9560
230,0.9199
231,0.9546
232,0.9277
233,0.9732
234,0.0000
235,0.9547
236,0.9074
237,0.8910
238,0.9855
239,0.0000
240,0.9208
241,0.9283
242,0.9621
243,0.8762
244,0.0000
245,0.8316
246,0.8606
247,0.9676
