channel,acceptance
0,0.9217
1,0.0000
2,0.0007
3,0.9186
4,0.9443
5,0.8666
6,0.9564
7,0.9278
8,0.9316
9,0.9404
10,0.9472
11,0.9535
12,0.0000
13,0.9089
14,0.9251
15,0.9553
16,0.8774
17,0.9251
18,0.9454
19,0.9133
20,0.9159
21,0.8599
22,0.9643
23,0.9265
24,0.8913
25,0.8612
26,0.0000
27,0.0000
28,0.9390
29,0.9002
30,0.9614
31,0.8315
32,0.9336
33,0.9475
34,0.0000
35,0.9624
36,0.9097
37,0.9051
38,0.9623
39,0.8905
40,0.8870
41,1.0612
42,0.9259
43,0.9360
44,0.9432
45,0.6506
46,0.8288
47,0.9315
48,0.9264
49,0.9217
50,0.9337
51,0.9366
52,0.9236
53,0.9047
54,0.9599
55,0.8873
56,0.8842
57,0.9352
58,0.5596
59,0.8899
60,0.9369
61,0.8706
62,0.0000
63,0.9324
64,0.9312
65,0.0000
66,0.8841
67,0.8815
68,0.9558
69,0.8703
70,0.9172
71,0.8775
72,0.9288
73,0.0130
74,0.9329
75,0.9535
76,0.9149
77,0.9472
78,0.9145
79,0.0000
80,0.8971
81,0.9265
82,0.9401
83,0.9304
84,0.9113
85,0.9505
86,0.0000
87,0.8626
88,0.0000
89,0.8696
90,0.8818
91,0.0000
92,0.9218
93,0.9103
94,0.9447
95,0.9364
96,0.6271
97,0.9560
98,0.8968
99,0.9229
100,0.9361
101,0.8104
102,0.0000
103,0.9281
104,0.9479
105,0.9385
106,0.9465
107,0.9360
108,0.9091
109,0.9730
110,0.8398
111,0.8988
112,0.9140
113,0.9150
114,0.9133
115,0.9503
116,0.9491
117,0.9320
118,0.0000
119,0.8908
120,0.9403
121,0.9754
122,0.9381
123,0.9897
124,0.9177
125,0.9116
126,0.9069
127,0.9395
128,0.9153
129,0.9407
130,0.0000
131,0.9376
132,0.9165
133,0.9441
134,0.0000
135,0.0000
136,0.9306
137,-0.0059
138,0.9559
139,0.0254
140,0.9547
141,0.9434
142,0.9122
143,0.9039
144,0.9150
145,0.8892
146,0.9066
147,0.9434
148,0.0000
149,0.8770
150,0.0000
151,0.9600
152,0.0000
153,0.9171
154,0.9291
155,0.9483
156,0.9438
157,0.9250
158,0.9270
159,0.9392
160,0.9233
161,0.9367
162,0.0000
163,0.9154
164,0.9388
165,0.9502
166,0.9365
167,0.0000
168,0.8961
169,0.9341
170,0.9353
171,0.9309
172,0.9104
173,0.9138
174,0.8877
175,0.9320
176,0.9353
177,0.9351
178,0.0000
179,0.8043
180,0.8869
181,0.9878
182,0.9161
183,0.0000
184,0.8943
185,0.8813
186,0.9592
187,0.9423
188,0.8499
189,0.8968
190,0.0000
191,0.9395
192,0.9395
193,0.9382
194,0.9108
195,0.8992
196,0.9376
197,0.9182
198,0.0000
199,0.9668
200,0.8485
201,0.9159
202,0.9061
203,0.0000
204,0.9392
205,0.7773
206,0.0000
207,0.8070
208,0.9236
209,0.8978
210,0.8685
211,0.9751
212,0.9563
213,0.0000
214,0.0000
215,0.9204
216,0.8997
217,0.9100
218,0.8826
219,0.9514
220,0.9292
221,0.9686
222,0.9090
223,0.9501
224,0.9424
225,0.9464
226,0.9327
227,0.9165
228,0.9174
229,0.9545
230,0.9494
231,0.9497
232,0.9521
233,0.8861
234,0.0000
235,0.9193
236,0.8775
237,0.8935
238,0.9319
239,0.0000
240,0.9316
241,0.8852
242,0.8930
243,0.8721
244,0.0000
245,0.8365
246,0.8989
247,0.9528
