channel,acceptance
0,0.8997
1,0.0000
2,0.8956
3,0.7614
4,0.9366
5,0.8627
6,0.9352
7,0.8720
8,0.8808
9,0.9276
10,0.8940
11,0.8551
12,0.0000
13,0.9161
14,0.8749
15,0.9034
16,0.8903
17,0.8722
18,0.8947
19,0.8944
20,0.8959
21,0.8643
22,0.9478
23,0.8946
24,0.9171
25,0.8700
26,0.0000
27,0.0000
28,0.8916
29,0.8831
30,0.9403
31,0.8973
32,0.9396
33,0.8942
34,0.0000
35,0.9278
36,0.8550
37,0.8593
38,0.7761
39,0.9107
40,0.8910
41,0.8745
42,0.9100
43,0.8719
44,0.8934
45,0.3478
46,0.8330
47,0.9063
48,0.8740
49,0.9168
50,0.9001
51,0.9241
52,0.8735
53,0.8488
54,0.9184
55,0.8256
56,0.9348
57,0.9175
58,0.1220
59,0.8662
60,0.8995
61,0.8462
62,0.0000
63,0.9183
64,0.9297
65,0.0000
66,0.8790
67,0.8580
68,0.8735
69,0.9225
70,0.9114
71,0.8529
72,0.8733
73,-0.0001
74,0.9346
75,0.9357
76,0.9022
77,0.9071
78,0.8191
79,0.0000
80,0.9137
81,0.9337
82,0.9340
83,0.8222
84,0.8852
85,0.8455
86,0.0000
87,0.8727
88,0.0000
89,0.9099
90,0.8600
91,0.0000
92,0.8814
93,0.8575
94,0.9010
95,0.9314
96,0.9337
97,0.9103
98,0.8483
99,0.8601
100,0.8619
101,0.8996
102,0.0000
103,0.8675
104,0.9169
105,0.9216
106,0.9353
107,0.8561
108,0.9449
109,0.8347
110,0.8580
111,0.8749
112,0.8436
113,0.9009
114,0.8813
115,0.7788
116,0.9194
117,0.8492
118,0.0000
119,0.8622
120,0.8775
121,0.9296
122,0.8729
123,0.8657
124,0.8653
125,0.8533
126,0.9443
127,0.9375
128,0.6743
129,0.8993
130,0.0000
131,0.9204
132,0.9192
133,0.8969
134,0.0000
135,0.0000
136,0.9293
137,-0.0001
138,0.9415
139,0.0001
140,0.9356
141,0.9216
142,0.8209
143,0.9156
144,0.9068
145,0.9057
146,0.9323
147,0.9411
148,0.0000
149,0.8748
150,0.0000
151,0.9374
152,0.0000
153,0.9318
154,0.9067
155,0.8876
156,0.9241
157,0.8591
158,0.9253
159,0.9212
160,0.7968
161,0.8787
162,0.0000
163,0.8627
164,0.8767
165,0.8876
166,0.8873
167,0.0000
168,0.8627
169,0.9344
170,0.9403
171,0.9125
172,0.9247
173,0.8641
174,0.7601
175,0.9122
176,0.9045
177,0.9150
178,0.0000
179,0.8741
180,0.9253
181,0.9381
182,0.9195
183,0.0000
184,0.8164
185,0.9278
186,0.9177
187,0.9185
188,0.8482
189,0.5740
190,0.9394
191,0.9086
192,0.9292
193,0.9415
194,0.8900
195,0.8202
196,0.5599
197,0.8709
198,0.0000
199,0.8885
200,0.6868
201,0.9206
202,0.8725
203,0.0000
204,0.9333
205,0.5922
206,0.0000
207,0.8984
208,0.8830
209,0.8535
210,0.8782
211,0.9057
212,0.8975
213,0.0000
214,0.0000
215,0.9207
216,0.9314
217,0.7842
218,0.9220
219,0.9334
220,0.6967
221,0.9282
222,0.9258
223,0.9167
224,0.9213
225,0.8866
226,0.9197
227,0.8920
228,0.8790
229,0.9203
230,0.7377
231,0.8860
232,0.7738
233,0.9041
234,0.0000
235,0.9253
236,0.8312
237,0.8650
238,0.9648
239,0.0000
240,0.7277
241,0.9121
242,0.9300
243,0.9283
244,0.0000
245,0.8914
246,0.8129
247,0.9571
