channel,acceptance
0,0.9165
1,0.0000
2,0.0000
3,0.9217
4,0.9337
5,0.8522
6,0.9652
7,0.9503
8,0.9477
9,0.9570
10,0.9464
11,0.9321
12,0.0000
13,0.9212
14,0.9373
15,0.9323
16,0.8889
17,0.9220
18,0.9426
19,0.9060
20,0.9055
21,0.9143
22,0.9703
23,0.9458
24,0.8953
25,0.9035
26,0.0000
27,0.0000
28,0.9432
29,0.9112
30,0.9604
31,0.9112
32,0.9430
33,0.9404
34,0.0000
35,0.9461
36,0.8607
37,0.8750
38,0.9328
39,0.9020
40,0.8767
41,0.9179
42,0.9224
43,0.9034
44,0.9535
45,0.6596
46,0.8796
47,0.9302
48,0.8886
49,0.9058
50,0.9579
51,0.9405
52,0.9055
53,0.8965
54,0.9346
55,0.8659
56,0.8883
57,0.9563
58,0.5855
59,0.9048
60,0.9556
61,0.9111
62,0.0000
63,0.9188
64,0.9130
65,0.0000
66,0.8799
67,0.8996
68,0.9136
69,0.8293
70,0.9368
71,0.8813
72,0.9219
73,0.0122
74,0.9496
75,0.9356
76,0.9133
77,0.9489
78,0.9110
79,0.0000
80,0.9060
81,0.9199
82,0.9707
83,0.9148
84,0.9113
85,0.8778
86,0.0000
87,0.8782
88,0.0000
89,0.9718
90,0.9054
91,0.0000
92,0.9486
93,0.9055
94,0.9552
95,0.9368
96,0.6430
97,0.9285
98,0.8994
99,0.9268
100,0.9361
101,0.8227
102,0.0000
103,0.9256
104,0.9406
105,0.9615
106,0.9112
107,0.9051
108,0.9173
109,0.9172
110,0.8423
111,0.9276
112,0.9141
113,0.9382
114,0.9239
115,0.9172
116,0.9475
117,0.9358
118,0.0000
119,0.9081
120,0.8997
121,0.9388
122,0.9369
123,0.9389
124,0.8809
125,0.9218
126,0.8748
127,0.9366
128,0.8988
129,0.9171
130,0.0000
131,0.9317
132,0.9049
133,0.9789
134,0.0000
135,0.0000
136,0.9218
137,0.0000
138,0.9535
139,-0.0079
140,0.9421
141,0.9263
142,0.8902
143,0.8881
144,0.9486
145,0.9239
146,0.9240
147,0.9509
148,0.0000
149,0.8638
150,0.0000
151,0.9731
152,0.0000
153,0.8988
154,0.9199
155,0.9372
156,0.9389
157,0.9216
158,0.9122
159,0.9234
160,0.8957
161,0.9369
162,0.0000
163,0.9215
164,0.9327
165,0.9278
166,0.9245
167,0.0000
168,0.9399
169,0.9696
170,0.9619
171,0.9234
172,0.8907
173,0.9397
174,0.9097
175,0.8713
176,0.9022
177,0.9320
178,0.0000
179,0.8096
180,0.8960
181,0.9399
182,0.8963
183,0.0000
184,0.9345
185,0.8657
186,0.9266
187,0.9627
188,0.8433
189,0.8806
190,-0.0009
191,0.9942
192,0.9497
193,0.9274
194,0.8844
195,0.8147
196,0.9300
197,0.9362
198,0.0000
199,0.9165
200,0.8620
201,0.9100
202,0.9074
203,0.0000
204,0.9416
205,0.7754
206,0.0000
207,0.8404
208,0.9452
209,0.9173
210,0.8673
211,0.9600
212,0.9204
213,0.0000
214,0.0000
215,0.9035
216,0.8760
217,0.8778
218,0.9044
219,0.9614
220,0.9129
221,0.9380
222,0.9348
223,0.9305
224,0.9667
225,0.9114
226,0.8483
227,0.8984
228,0.8983
229,0.9906
230,0.9105
231,0.9417
232,0.9422
233,0.9132
234,0.0000
235,0.9359
236,0.9006
237,0.8789
238,0.9284
239,0.0000
240,0.9193
241,0.9009
242,0.8854
243,0.8463
244,0.0000
245,0.8426
246,0.8059
247,0.8989
