channel,acceptance
0,0.9343
1,0.0000
2,0.9029
3,0.9197
4,0.9430
5,0.8035
6,0.9312
7,0.9512
8,1.0020
9,0.9730
10,0.9640
11,0.9724
12,0.0000
13,0.9993
14,0.9487
15,0.9353
16,1.0185
17,0.9332
18,0.9786
19,0.9198
20,0.9062
21,0.8644
22,0.9638
23,0.9421
24,0.9452
25,0.8862
26,0.0000
27,0.0000
28,0.9474
29,0.9212
30,0.9909
31,0.9526
32,0.9064
33,0.9502
34,0.0000
35,0.9520
36,0.9027
37,0.9693
38,0.9898
39,0.8848
40,0.8970
41,0.9715
42,0.9411
43,0.9841
44,0.9742
45,0.6844
46,0.9542
47,0.9905
48,0.9712
49,1.0227
50,0.9532
51,0.9621
52,0.9704
53,1.0044
54,0.9584
55,0.8721
56,0.9421
57,0.9298
58,0.5860
59,0.8890
60,0.9456
61,0.9339
62,0.0000
63,0.9919
64,1.0018
65,0.0000
66,0.9498
67,0.9255
68,0.8846
69,0.9069
70,0.9907
71,0.8775
72,0.9140
73,0.0131
74,0.9366
75,0.9593
76,1.0322
77,0.8981
78,0.8970
79,0.0000
80,0.8773
81,0.9380
82,0.9102
83,0.9932
84,1.0464
85,0.9245
86,0.0000
87,0.9401
88,0.0000
89,0.9147
90,0.9424
91,0.0000
92,0.9452
93,0.9478
94,0.9611
95,0.9265
96,0.6747
97,0.9965
98,0.8613
99,0.9385
100,0.9557
101,0.9117
102,0.0000
103,0.9540
104,0.9573
105,1.0300
106,0.9228
107,0.9116
108,0.9610
109,0.9240
110,0.9297
111,0.9719
112,0.9250
113,0.9616
114,0.9381
115,0.9033
116,1.0085
117,0.9562
118,0.0000
119,0.9244
120,0.8927
121,0.9447
122,0.9444
123,1.0288
124,0.8812
125,0.9550
126,0.8490
127,1.2170
128,0.8903
129,0.8983
130,0.0000
131,0.9530
132,0.8852
133,0.9585
134,0.0000
135,0.0000
136,0.9150
137,-0.0035
138,0.9739
139,0.0091
140,0.8479
141,0.9608
142,0.8640
143,0.9915
144,0.9676
145,0.9151
146,0.8961
147,0.9567
148,0.0000
149,0.9945
150,0.0000
151,0.9768
152,0.0000
153,0.9570
154,0.9553
155,0.9543
156,1.0132
157,0.9356
158,0.9039
159,0.9952
160,0.9846
161,1.0258
162,0.0000
163,0.9281
164,0.9431
165,0.9928
166,0.9519
167,0.0000
168,0.9145
169,0.9907
170,0.9139
171,0.9556
172,0.9362
173,0.9184
174,0.9827
175,0.9854
176,0.9290
177,0.9273
178,0.0000
179,0.8402
180,0.9137
181,0.9234
182,0.8572
183,0.0000
184,0.8227
185,0.8834
186,1.0088
187,0.9474
188,0.7517
189,0.8995
190,0.0315
191,0.9450
192,1.0543
193,0.9495
194,0.9376
195,0.8108
196,0.9444
197,0.8815
198,0.0000
199,0.9882
200,0.8814
201,0.9006
202,1.0047
203,0.0000
204,0.9226
205,0.7153
206,0.0000
207,0.8582
208,0.9015
209,0.9629
210,0.8897
211,0.9382
212,1.0209
213,0.0000
214,0.0000
215,0.9180
216,1.0010
217,0.9568
218,0.9284
219,0.9614
220,0.9490
221,0.9617
222,0.9598
223,0.9894
224,0.9799
225,0.9151
226,0.8796
227,0.9136
228,0.9684
229,0.9622
230,1.0044
231,0.9735
232,0.9309
233,0.9411
234,0.0000
235,0.9368
236,0.8563
237,0.8769
238,1.0024
239,0.0000
240,0.9547
241,0.9780
242,1.0378
243,0.8421
244,0.0000
245,0.8661
246,0.8266
247,0.9662
