channel,acceptance
0,0.9557
1,0.0000
2,0.8954
3,0.9449
4,0.9632
5,0.9159
6,0.9727
7,0.9550
8,0.9564
9,0.9642
10,0.9533
11,0.9246
12,0.0000
13,0.9416
14,0.7155
15,0.8354
16,0.9300
17,0.8521
18,0.9162
19,0.9540
20,0.8847
21,0.9490
22,0.9742
23,0.9558
24,0.9538
25,0.9390
26,0.0000
27,0.0000
28,0.9046
29,0.9352
30,0.9420
31,0.9415
32,0.9601
33,0.7172
34,0.0000
35,0.9659
36,0.9338
37,0.9427
38,0.9561
39,0.9295
40,0.9225
41,0.9530
42,0.9474
43,0.9461
44,0.9436
45,0.9439
46,0.8928
47,0.9188
48,0.5042
49,0.2902
50,0.6495
51,0.3605
52,0.9373
53,0.9354
54,0.9588
55,0.9181
56,0.9536
57,0.9527
58,0.5503
59,0.9175
60,0.9523
61,0.8034
62,0.0000
63,0.9477
64,0.9503
65,0.0000
66,0.8480
67,0.8972
68,0.9485
69,0.9450
70,0.9566
71,0.9149
72,0.9289
73,0.0272
74,0.9546
75,0.9354
76,0.8020
77,0.6881
78,0.6247
79,0.0000
80,0.9450
81,0.9587
82,0.9529
83,0.9392
84,0.9652
85,0.9368
86,0.0000
87,0.9144
88,0.0000
89,0.9248
90,0.8041
91,0.0000
92,0.9171
93,0.9237
94,0.9561
95,0.9682
96,0.4926
97,0.9404
98,0.9028
99,0.9338
100,0.9360
101,0.9301
102,0.0000
103,0.9379
104,0.9574
105,0.9599
106,0.9678
107,0.8909
108,0.9693
109,0.9462
110,0.8950
111,0.9453
112,0.9292
113,0.9454
114,0.9205
115,0.9297
116,0.9571
117,0.9450
118,0.0000
119,0.9240
120,0.9463
121,0.9817
122,0.9477
123,0.9658
124,0.9436
125,0.9293
126,0.9618
127,0.8430
128,0.7181
129,0.9549
130,0.0000
131,0.9448
132,0.9363
133,0.9573
134,0.0000
135,0.0000
136,0.9182
137,0.0004
138,0.9673
139,0.0224
140,0.9407
141,0.9603
142,0.9348
143,0.9034
144,0.9146
145,0.9329
146,0.8892
147,0.9390
148,0.0000
149,0.8807
150,0.0000
151,0.9596
152,0.0000
153,0.9662
154,0.9419
155,0.9120
156,0.8892
157,0.9414
158,0.9529
159,0.9033
160,0.9413
161,0.9438
162,0.0000
163,0.9345
164,0.8944
165,0.9394
166,0.9493
167,0.0000
168,0.9373
169,0.9617
170,0.9338
171,0.8919
172,0.9475
173,0.9401
174,0.8638
175,0.9511
176,0.9069
177,0.9682
178,0.0000
179,0.9094
180,0.8629
181,0.9573
182,0.9326
183,0.0000
184,0.9242
185,0.8629
186,0.9175
187,0.8871
188,0.9015
189,0.9273
190,0.9518
191,0.9477
192,0.8961
193,0.9248
194,0.9246
195,0.8717
196,0.8358
197,0.9430
198,0.0000
199,0.9549
200,0.9027
201,0.9132
202,0.9372
203,0.0000
204,0.9220
205,0.7818
206,0.0000
207,0.8859
208,0.9433
209,0.9128
210,0.9081
211,0.9278
212,0.9359
213,0.0000
214,0.0000
215,0.9199
216,0.8041
217,0.9133
218,0.9294
219,0.9391
220,0.8935
221,0.9396
222,0.8949
223,0.8441
224,0.9562
225,0.9383
226,0.9507
227,0.9422
228,0.9440
229,0.9649
230,0.9496
231,0.8930
232,0.9459
233,0.9439
234,0.0000
235,0.8737
236,0.9235
237,0.9355
238,0.9043
239,0.0000
240,0.9218
241,0.8949
242,0.9393
243,0.9047
244,0.0000
245,0.9001
246,0.8317
247,0.9073
