ch,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95
0,93,85,79,75,72,69,66,63,61,58,55,53,50,47,43,38,32,24,13
1,14,13,10,10,10,9,9,9,9,8,8,8,8,8,7,7,7,7,6
2,9,9,9,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,6
3,84,76,71,67,64,61,59,56,54,52,49,47,44,42,38,35,30,24,15
4,154,140,130,123,117,112,106,102,97,92,88,82,77,71,63,54,40,20,8
5,86,78,73,69,66,63,61,58,56,53,51,48,46,43,40,36,31,24,14
6,186,169,158,150,143,136,130,125,119,114,108,103,96,90,82,70,56,35,14
7,90,82,76,72,68,65,62,60,57,54,52,49,46,43,40,36,31,23,14
8,90,81,76,72,69,66,63,60,58,55,52,50,47,44,40,36,30,23,13
9,131,120,113,107,102,98,94,90,86,83,79,75,70,66,59,52,42,28,12
10,94,85,79,74,71,68,65,62,59,57,54,51,48,45,41,36,29,20,10
11,115,105,98,93,88,84,81,77,74,71,68,64,60,57,52,47,39,29,16
12,10,10,9,9,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6
13,117,107,100,95,90,86,83,79,76,72,68,64,60,55,48,40,28,13,7
14,84,76,72,68,65,62,59,57,54,52,49,47,44,42,38,34,28,20,11
15,93,84,79,75,71,68,65,63,60,57,55,52,49,46,42,37,31,23,12
16,98,90,84,80,77,74,71,68,65,62,59,55,51,47,40,30,17,8,7
17,81,74,69,65,62,60,57,55,52,50,47,45,42,39,36,32,26,18,9
18,89,81,77,73,70,67,64,62,59,57,55,52,49,46,43,39,33,25,15
19,89,82,77,73,69,67,64,61,59,56,54,51,48,45,42,38,32,25,15
20,93,85,79,75,71,68,65,62,59,56,54,50,47,43,38,31,21,10,7
21,85,77,73,69,65,63,60,57,55,52,50,47,44,41,37,31,24,15,8
22,172,157,146,139,133,127,122,116,112,107,102,96,91,84,77,68,55,35,15
23,93,84,79,75,72,69,66,63,60,58,55,52,49,45,41,36,28,18,8
24,119,109,102,96,92,88,84,80,77,73,69,65,61,56,49,40,28,13,7
25,88,80,75,71,67,64,61,58,55,53,50,46,42,38,33,25,15,8,7
26,9,9,8,8,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6
27,24,22,20,19,18,17,16,15,15,14,13,12,11,10,9,8,7,7,6
28,94,85,80,76,72,69,66,63,61,58,56,53,50,47,44,40,35,28,17
29,90,81,76,72,69,66,63,60,57,55,52,49,45,42,37,31,22,11,7
30,152,139,131,124,119,114,110,106,102,98,94,90,85,80,74,65,53,36,17
31,61,55,52,49,47,45,43,42,40,38,37,35,33,31,28,25,21,14,8
32,161,145,136,129,122,117,112,107,102,97,92,86,81,74,66,54,37,17,8
33,83,76,72,69,66,63,61,59,57,55,53,50,48,45,42,38,33,26,16
34,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6
35,128,115,108,102,97,92,88,84,80,77,73,68,64,60,55,50,42,32,18
36,91,82,77,73,69,66,63,60,58,55,53,50,47,43,40,35,28,19,10
37,90,82,78,74,71,68,65,63,60,58,55,52,49,46,42,36,29,17,8
38,152,138,129,122,116,111,106,102,97,93,89,84,79,74,67,60,49,35,17
39,127,115,108,102,98,94,90,86,82,79,75,71,67,62,57,50,40,27,12
40,90,83,78,74,71,68,65,63,60,58,55,53,50,47,43,38,31,21,10
41,122,111,103,98,93,89,86,82,79,75,72,68,64,60,55,49,41,29,15
